Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,85,80.103,2.186,169,78,4%,72,6,-770%,6,046,2000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Basilicata,39,29.443,1.364,247,53,4%,49,9,650%,4,072,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Calabria,278,80.683,5.068,268,178,4%,161,9,-360%,17,090,2140%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Campania,449,450.302,8.253,144,363,4%,342,6,-120%,21,037,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Emilia-Romagna,499,417.342,15.111,338,433,3%,390,9,-250%,43,096,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Friuli Venezia Giulia,128,112.283,1.492,124,55,4%,44,4,-640%,11,091,-830%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Lazio,362,378.697,12.761,222,504,4%,445,8,-260%,59,103,350%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Liguria,98,111.208,1.839,121,91,5%,82,5,-120%,9,059,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Lombardia,596,875.861,11.387,114,461,4%,402,4,280%,59,059,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Marche,124,112.205,3.323,220,82,2%,59,4,-170%,23,152,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Molise,5,14.393,238,79,11,5%,11,4,2220%,0,000,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
P.A. Bolzano,38,75.847,959,180,32,3%,25,5,000%,7,131,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
P.A. Trento,41,47.859,440,81,20,5%,20,4,000%,0,000,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Piemonte,232,375.091,3.791,88,205,5%,181,4,-420%,24,056,430%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Puglia,222,265.867,3.725,94,202,5%,182,5,-220%,20,051,-1300%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Sardegna,114,74.084,5.435,337,244,4%,220,14,000%,24,149,-400%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Sicilia,770,287.826,26.255,539,907,3%,801,16,100%,106,217,-190%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Toscana,429,276.362,9.515,258,434,5%,379,10,-160%,55,149,-350%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Umbria,87,62.741,1.503,173,58,4%,51,6,-190%,7,080,1670%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Valle d'Aosta,1,12.053,79,63,2,3%,2,2,000%,0,000,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Veneto,596,461.499,12.902,264,251,2%,199,4,-430%,52,107,000%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
Italia,5.193,4.601.749,127.626,214,4.664,4%,4.117,7,-110%,547,092,-020%,Dati della Protezione Civile del 11 Settembre 2021 ore 19:14
