Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,50,81.330,1.725,133,57,3%,52,4,000%,5,039,2500%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Basilicata,26,30.201,1.214,219,36,3%,35,6,-280%,1,018,-5000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Calabria,128,84.046,3.447,182,157,5%,142,7,070%,15,079,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Campania,303,456.998,6.800,119,228,3%,206,4,-280%,22,039,480%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Emilia-Romagna,277,424.365,14.340,321,416,3%,370,8,000%,46,103,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Friuli Venezia Giulia,82,113.926,989,82,47,5%,40,3,260%,7,058,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Lazio,346,385.182,9.469,165,416,4%,363,6,-520%,53,092,-190%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Liguria,70,112.855,1.026,67,59,6%,54,4,1490%,5,033,-1670%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Lombardia,361,884.486,9.851,98,423,4%,365,4,-190%,58,058,740%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Marche,57,114.008,2.594,171,65,3%,47,3,-1130%,18,119,590%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Molise,4,14.507,93,31,2,2%,1,0,000%,1,033,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
P.A. Bolzano,54,77.034,855,161,33,4%,28,5,370%,5,094,-1670%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
P.A. Trento,43,48.437,326,60,19,6%,15,3,-630%,4,073,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Piemonte,152,379.360,3.604,84,208,6%,185,4,-210%,23,053,1500%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Puglia,138,268.950,2.566,65,158,6%,143,4,070%,15,038,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Sardegna,36,75.370,2.005,124,126,6%,111,7,-830%,15,093,3640%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Sicilia,410,299.220,13.863,284,505,4%,450,9,-280%,55,113,-980%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Toscana,277,282.744,6.648,180,263,4%,228,6,-090%,35,095,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Umbria,35,63.871,819,94,50,6%,46,5,-210%,4,046,3330%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Valle d'Aosta,6,12.146,82,66,3,4%,3,2,5000%,0,000,000%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Veneto,457,470.031,10.433,214,218,2%,173,4,-110%,45,092,-430%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
Italia,3.312,4.679.067,92.749,156,3.489,4%,3.057,5,-200%,432,072,070%,Dati della Protezione Civile del 02 Ottobre 2021 ore 18:14
