Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,43,73.917,5.504,425,163,3%,146,11,-930%,17,131,000%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Basilicata,57,26.245,4.071,736,72,2%,69,12,-140%,3,054,-2500%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Calabria,105,66.559,10.074,532,278,3%,260,14,-510%,18,095,-530%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Campania,477,418.269,68.065,1.192,830,1%,761,13,-270%,69,121,-550%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Emilia-Romagna,258,383.282,16.390,367,669,4%,560,13,-1000%,109,244,-180%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Friuli Venezia Giulia,21,106.888,4.952,411,47,1%,41,3,000%,6,050,-2500%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Lazio,296,341.187,21.759,378,1.170,5%,1.011,18,-470%,159,276,-360%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Liguria,67,102.595,1.269,83,163,13%,126,8,-1130%,37,243,280%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Lombardia,661,833.907,32.520,324,1.481,5%,1.233,12,-510%,248,247,-460%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Marche,103,102.468,4.225,279,158,4%,128,8,-300%,30,198,-1180%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Molise,5,13.577,157,52,15,10%,11,4,000%,4,133,000%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
P.A. Bolzano,49,72.803,729,137,21,3%,17,3,-1500%,4,075,000%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
P.A. Trento,40,45.353,518,95,36,7%,22,4,-2140%,14,257,770%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Piemonte,279,359.766,5.873,136,739,13%,653,15,-1460%,86,199,-440%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Puglia,250,249.918,26.629,674,722,3%,648,16,-550%,74,187,-860%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Sardegna,52,56.591,12.863,798,166,1%,150,9,-320%,16,099,-1110%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Sicilia,418,224.818,10.615,218,585,6%,512,11,-430%,73,150,-990%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Toscana,301,240.812,9.131,247,565,6%,455,12,-880%,110,298,-760%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Umbria,63,56.288,1.663,191,81,5%,73,8,-760%,8,092,-2000%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Valle d'Aosta,4,11.545,220,176,8,4%,8,6,-1110%,0,000,000%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Veneto,189,422.919,9.043,185,365,4%,308,6,-830%,57,117,-340%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
Italia,3.738,4.209.707,246.270,413,8.334,3%,7.192,12,-670%,1.142,191,-530%,Dati della Protezione Civile del 28 Maggio 2021 ore 17:44
