Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,354,85.480,3.229,250,101,3%,90,7,590%,11,085,-830%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Basilicata,25,31.220,937,169,24,3%,22,4,-830%,2,036,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Calabria,198,90.419,3.789,200,134,4%,124,7,000%,10,053,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Campania,1.037,479.671,13.217,231,320,2%,296,5,-030%,24,042,1430%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Emilia-Romagna,929,442.422,12.030,269,501,4%,456,10,-070%,45,101,980%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Friuli Venezia Giulia,615,124.355,5.352,444,212,4%,189,16,620%,23,191,-800%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Lazio,1.089,408.693,13.649,237,687,5%,606,11,150%,81,141,520%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Liguria,315,118.281,2.573,169,109,4%,97,6,-1020%,12,079,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Lombardia,1.705,910.907,18.485,184,640,3%,584,6,500%,56,056,570%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Marche,290,119.630,3.515,232,86,2%,64,4,-720%,22,145,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Molise,56,14.935,295,98,6,2%,5,2,2500%,1,033,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
P.A. Bolzano,425,83.452,4.055,761,80,2%,71,13,140%,9,169,1250%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
P.A. Trento,95,50.550,899,165,32,4%,27,5,1740%,5,092,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Piemonte,566,391.564,6.850,159,326,5%,296,7,000%,30,070,2500%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Puglia,233,276.721,3.806,96,167,4%,152,4,-500%,15,038,-2500%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Sardegna,114,77.501,2.064,128,52,3%,42,3,-230%,10,062,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Sicilia,501,316.641,9.734,200,388,4%,345,7,-170%,43,088,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Toscana,341,295.946,7.545,204,309,4%,268,7,080%,41,111,510%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Umbria,80,66.561,1.576,181,47,3%,40,5,260%,7,080,1670%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Valle d'Aosta,67,12.609,285,228,9,3%,8,6,000%,1,080,000%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Veneto,1.603,496.329,18.628,382,361,2%,306,6,100%,55,113,190%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
Italia,10.638,4.893.887,132.513,222,4.591,3%,4.088,7,070%,503,084,350%,Dati della Protezione Civile del 18 Novembre 2021 ore 19:43
