Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,67,74.142,5.331,412,132,2%,120,9,-550%,12,093,-1430%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Basilicata,37,26.377,3.588,649,57,2%,56,10,-670%,1,018,000%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Calabria,158,67.164,9.207,486,236,3%,222,12,-470%,14,074,-670%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Campania,388,420.032,65.577,1.148,679,1%,624,11,-190%,55,096,-520%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Emilia-Romagna,152,384.137,13.842,310,579,4%,489,11,-650%,90,202,-530%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Friuli Venezia Giulia,35,107.060,4.767,395,38,1%,36,3,000%,2,017,-6000%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Lazio,211,342.429,15.594,271,981,6%,838,15,-500%,143,248,-140%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Liguria,45,102.825,993,65,136,14%,107,7,-610%,29,190,-330%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Lombardia,519,836.097,21.753,217,1.187,5%,980,10,-870%,207,206,-590%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Marche,125,102.841,3.466,229,118,3%,97,6,-580%,21,139,-870%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Molise,6,13.596,116,39,9,8%,8,3,-1110%,1,033,-5000%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
P.A. Bolzano,34,72.947,640,120,19,3%,16,3,-590%,3,056,000%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
P.A. Trento,27,45.486,395,72,24,6%,15,3,000%,9,165,000%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Piemonte,190,360.673,4.563,106,621,14%,542,13,-270%,79,183,-250%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Puglia,196,250.842,22.424,567,540,2%,490,12,-180%,50,126,-1070%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Sardegna,40,56.735,12.624,783,144,1%,130,8,-080%,14,087,000%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Sicilia,289,226.424,8.698,178,468,5%,421,9,-670%,47,096,-1610%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Toscana,162,241.743,7.119,193,477,7%,374,10,-580%,103,279,-370%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Umbria,33,56.433,1.397,161,62,4%,55,6,-1130%,7,080,1670%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Valle d'Aosta,8,11.609,204,163,7,3%,6,5,000%,1,080,000%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Veneto,175,423.608,7.752,159,277,4%,232,5,-1110%,45,092,-630%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
Italia,2.897,4.223.200,210.050,352,6.791,3%,5.858,10,-540%,933,156,-570%,Dati della Protezione Civile del 02 Giugno 2021 ore 19:24
