Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,337,582.784,15.881,1.240,184,1%,175,14,230%,9,070,1250%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Basilicata,87,188.015,5.143,943,31,1%,30,6,710%,1,018,000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Calabria,283,576.754,10.365,557,150,1%,144,8,290%,6,032,-1430%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Campania,812,2.281.415,44.176,785,295,1%,284,5,-040%,11,020,-2140%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Emilia-Romagna,1.705,1.943.921,41.093,926,1.171,3%,1.140,26,370%,31,070,330%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,291,520.115,10.381,864,203,2%,194,16,210%,9,075,1250%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Lazio,1.535,2.149.067,58.590,1.022,675,1%,646,11,250%,29,051,-650%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Liguria,295,599.524,9.279,611,258,3%,247,16,250%,11,072,2220%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Lombardia,1.640,3.745.325,83.736,839,1.193,1%,1.172,12,-040%,21,021,1670%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Marche,317,648.725,8.086,540,162,2%,157,10,000%,5,033,000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Molise,50,93.267,4.659,1.583,11,0%,11,4,000%,0,000,000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
P.A. Bolzano,124,279.541,4.382,819,96,2%,95,18,1180%,1,019,-5000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
P.A. Trento,119,227.760,3.615,667,87,2%,84,15,120%,3,055,-2500%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Piemonte,829,1.573.356,50.170,1.174,755,2%,743,17,-010%,12,028,-2500%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Puglia,417,1.510.145,14.443,367,161,1%,153,4,-130%,8,020,000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Sardegna,235,464.374,8.440,531,99,1%,93,6,330%,6,038,2000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Sicilia,542,1.680.348,18.978,393,300,2%,283,6,640%,17,035,000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Toscana,612,1.456.313,50.038,1.355,472,1%,461,12,-170%,11,030,000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Umbria,306,397.277,6.644,768,236,4%,233,27,400%,3,035,-2500%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Valle d'Aosta,30,47.152,1.212,977,26,2%,26,21,830%,0,000,000%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Veneto,1.040,2.394.502,59.129,1.214,785,1%,753,15,070%,32,066,320%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
Italia,11.606,23.359.680,508.440,858,7.350,1%,7.124,12,150%,226,038,-130%,Dati della Protezione Civile del 24 Ottobre 2022 ore 23:45
