Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,85,75.772,1.202,93,24,2%,24,2,910%,0,000,-10000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Basilicata,9,27.223,563,102,13,2%,13,2,-1880%,0,000,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Calabria,93,70.199,2.270,120,54,2%,50,3,-380%,4,021,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Campania,301,429.161,8.241,144,191,2%,180,3,230%,11,019,-830%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Emilia-Romagna,565,391.422,4.833,108,159,3%,150,3,000%,9,020,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Friuli Venezia Giulia,41,107.573,428,35,11,3%,9,1,2860%,2,017,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Lazio,660,354.296,6.859,119,243,4%,211,4,770%,32,056,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Liguria,91,104.588,877,58,37,4%,31,2,4760%,6,039,2000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Lombardia,461,849.316,8.534,85,177,2%,150,1,-200%,27,027,380%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Marche,88,104.862,1.689,112,18,1%,15,1,000%,3,020,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Molise,17,13.879,123,41,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
P.A. Bolzano,26,73.652,272,51,3,1%,3,1,5000%,0,000,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
P.A. Trento,27,46.200,321,59,5,2%,5,1,-1670%,0,000,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Piemonte,97,364.596,1.581,37,61,4%,58,1,740%,3,007,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Puglia,164,255.049,2.213,56,87,4%,78,2,-370%,9,023,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Sardegna,324,60.106,3.318,206,63,2%,53,3,190%,10,062,1110%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Sicilia,568,239.096,7.921,162,221,3%,192,4,550%,29,059,740%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Toscana,513,248.571,4.127,112,112,3%,96,3,1290%,16,043,1430%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Umbria,101,57.695,1.112,128,13,1%,11,1,2220%,2,023,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Valle d'Aosta,5,11.743,46,37,1,2%,1,1,000%,0,000,000%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Veneto,507,432.416,9.727,199,76,1%,61,1,170%,15,031,710%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
Italia,4.743,4.317.415,66.257,111,1.570,2%,1.392,2,390%,178,030,350%,Dati della Protezione Civile del 25 Luglio 2021 ore 17:49
