Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.714,448.373,41.193,3.216,195,0%,190,15,1240%,5,039,2500%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Basilicata,1.062,152.172,11.437,2.098,72,1%,71,13,440%,1,018,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Calabria,3.844,433.829,50.950,2.738,274,1%,264,14,350%,10,054,2500%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Campania,13.254,1.903.074,158.499,2.818,640,0%,606,11,100%,34,060,1330%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Emilia-Romagna,8.671,1.617.992,70.676,1.592,1.222,2%,1.180,27,350%,42,095,2350%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Friuli Venezia Giulia,2.036,412.725,18.807,1.565,182,1%,175,15,120%,7,058,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Lazio,11.333,1.785.930,186.188,3.249,864,0%,793,14,770%,71,124,920%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Liguria,2.370,488.800,20.158,1.327,294,1%,290,19,140%,4,026,-4290%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Lombardia,13.595,3.132.637,139.761,1.400,1.241,1%,1.215,12,380%,26,026,-1030%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Marche,3.076,515.939,17.399,1.161,147,1%,141,9,850%,6,040,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Molise,415,73.702,4.454,1.513,17,0%,16,5,2310%,1,034,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
P.A. Bolzano,687,231.212,5.641,1.055,65,1%,63,12,000%,2,037,-3330%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
P.A. Trento,751,178.840,5.618,1.036,64,1%,64,12,-720%,0,000,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Piemonte,5.197,1.282.237,53.074,1.242,496,1%,485,11,500%,11,026,3750%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Puglia,8.826,1.257.341,74.495,1.894,449,1%,432,11,430%,17,043,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Sardegna,2.981,368.734,33.542,2.110,168,1%,158,10,1050%,10,063,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Sicilia,8.739,1.356.211,120.660,2.496,979,1%,946,20,200%,33,068,-830%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Toscana,5.644,1.245.459,72.891,1.974,623,1%,597,16,260%,26,070,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Umbria,1.872,316.494,19.077,2.204,213,1%,207,24,-190%,6,069,-1430%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Valle d'Aosta,121,38.578,1.075,866,19,2%,19,15,1180%,0,000,000%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Veneto,10.052,1.916.895,93.102,1.912,671,1%,640,13,830%,31,064,1920%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
Italia,107.240,19.157.174,1.198.697,2.024,8.895,1%,8.552,14,400%,343,058,550%,Dati della Protezione Civile del 07 Luglio 2022 ore 23:45
