Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,45,74.196,5.145,398,115,2%,105,8,-1180%,10,077,-1670%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Basilicata,51,26.431,3.499,632,54,2%,52,9,-1190%,2,036,000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Calabria,186,67.454,9.105,481,229,3%,213,11,-490%,16,084,000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Campania,300,420.550,64.183,1.124,642,1%,593,10,-020%,49,086,-930%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Emilia-Romagna,150,384.514,12.214,274,526,4%,448,10,-530%,78,175,-1140%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Friuli Venezia Giulia,28,107.094,4.741,393,35,1%,34,3,-1050%,1,008,000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Lazio,197,342.822,13.780,239,925,7%,797,14,-550%,128,222,-450%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Liguria,20,102.875,857,56,120,14%,92,6,-890%,28,184,000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Lombardia,417,836.791,21.559,215,1.122,5%,939,9,-030%,183,182,-520%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Marche,71,102.947,3.435,227,113,3%,95,6,-100%,18,119,-1820%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Molise,0,13.599,101,34,7,7%,7,2,000%,0,000,-10000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
P.A. Bolzano,12,72.987,596,112,16,3%,14,3,-670%,2,038,000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
P.A. Trento,20,45.525,395,72,21,5%,16,3,-590%,5,092,-3750%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Piemonte,191,361.083,4.129,96,554,13%,484,11,-570%,70,162,-670%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Puglia,196,251.082,20.248,512,483,2%,448,11,-650%,35,089,-2050%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Sardegna,48,56.816,12.522,777,135,1%,122,8,-390%,13,081,-710%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Sicilia,337,227.015,8.318,171,454,5%,409,8,-100%,45,092,-220%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Toscana,133,242.062,6.426,174,445,7%,344,9,-700%,101,274,200%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Umbria,29,56.468,1.355,156,58,4%,52,6,-370%,6,069,-1430%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Valle d'Aosta,5,11.616,167,134,5,3%,5,4,000%,0,000,000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Veneto,121,423.792,7.417,152,265,4%,219,4,-390%,46,094,000%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
Italia,2.557,4.227.719,200.192,336,6.324,3%,5.488,9,-400%,836,140,-630%,Dati della Protezione Civile del 04 Giugno 2021 ore 18:25
