Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,35,74.075,5.340,413,141,3%,127,10,-730%,14,108,770%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Basilicata,24,26.340,3.634,657,61,2%,60,11,530%,1,018,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Calabria,74,67.006,9.356,494,248,3%,233,12,-290%,15,079,-1180%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Campania,375,419.644,65.988,1.155,694,1%,636,11,-950%,58,102,-650%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Emilia-Romagna,107,383.986,14.418,323,618,4%,523,12,-130%,95,213,-500%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Friuli Venezia Giulia,19,107.025,4.842,401,41,1%,36,3,-530%,5,041,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Lazio,195,342.218,16.919,294,1.027,6%,882,15,-510%,145,252,-070%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Liguria,19,102.780,1.040,68,144,14%,114,7,-1160%,30,197,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Lombardia,461,835.578,31.142,311,1.293,4%,1.073,11,210%,220,219,-600%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Marche,34,102.716,3.605,238,126,3%,103,7,-640%,23,152,-1480%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Molise,4,13.590,121,40,11,9%,9,3,000%,2,067,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
P.A. Bolzano,16,72.913,677,127,20,3%,17,3,000%,3,056,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
P.A. Trento,32,45.459,480,88,24,5%,15,3,-1670%,9,165,-3080%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Piemonte,209,360.483,4.809,112,638,13%,557,13,-620%,81,188,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Puglia,227,250.646,23.777,601,555,2%,499,13,-500%,56,142,-670%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Sardegna,36,56.695,12.660,786,145,1%,131,8,-580%,14,087,770%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Sicilia,326,226.135,9.488,195,507,5%,451,9,-510%,56,115,-510%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Toscana,159,241.581,7.613,206,504,7%,397,11,-770%,107,290,-270%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Umbria,17,56.400,1.493,172,68,5%,62,7,-310%,6,069,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Valle d'Aosta,8,11.601,212,170,7,3%,6,5,000%,1,080,000%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Veneto,106,423.433,8.137,167,309,4%,261,5,-710%,48,098,-400%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
Italia,2.483,4.220.304,225.751,379,7.181,3%,6.192,10,-450%,989,166,-430%,Dati della Protezione Civile del 01 Giugno 2021 ore 18:03
