Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.563,248.048,89.609,6.995,511,1%,489,38,-060%,22,172,-430%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Basilicata,772,76.995,19.851,3.642,93,0%,90,17,-530%,3,055,-2500%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Calabria,1.908,197.368,47.165,2.535,385,1%,359,19,230%,26,140,000%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Campania,5.813,1.156.305,164.267,2.921,1.184,1%,1.115,20,-350%,69,123,620%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Emilia-Romagna,3.991,1.154.135,71.956,1.621,2.036,3%,1.931,44,-220%,105,237,-450%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Friuli Venezia Giulia,1.198,299.523,28.373,2.361,394,1%,369,31,-510%,25,208,-1670%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Lazio,6.531,1.015.183,221.801,3.871,2.010,1%,1.844,32,-180%,166,290,-510%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Liguria,1.342,332.054,21.167,1.394,545,3%,519,34,-750%,26,171,-710%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Lombardia,5.964,2.278.047,162.282,1.626,1.918,1%,1.756,18,-620%,162,162,-240%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Marche,2.204,309.088,24.558,1.639,349,1%,315,21,030%,34,227,-560%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Molise,423,35.936,7.164,2.434,45,1%,40,14,000%,5,170,000%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
P.A. Bolzano,741,181.303,9.185,1.717,96,1%,89,17,-1100%,7,131,000%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
P.A. Trento,402,135.072,6.393,1.179,115,2%,103,19,-960%,12,221,-770%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Piemonte,3.142,952.880,60.962,1.426,1.543,3%,1.477,35,-570%,66,154,-1080%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Puglia,4.498,692.126,92.071,2.341,791,1%,727,18,-140%,64,163,-450%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Sardegna,2.877,159.755,36.009,2.265,425,1%,397,25,-080%,28,176,-970%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Sicilia,6.766,729.422,253.450,5.243,1.401,1%,1.291,27,-220%,110,228,-090%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Toscana,3.328,824.269,61.375,1.662,1.117,2%,1.048,28,-280%,69,187,-420%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Umbria,1.034,174.952,12.929,1.494,204,2%,196,23,-390%,8,092,1430%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Valle d'Aosta,71,30.928,1.790,1.443,38,2%,34,27,-1050%,4,322,000%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Veneto,5.181,1.281.954,87.756,1.802,1.000,1%,938,19,150%,62,127,-460%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
Italia,59.749,12.265.343,1.480.113,2.499,16.200,1%,15.127,26,-300%,1.073,181,-410%,Dati della Protezione Civile del 16 Febbraio 2022 ore 19:43
