Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,173,1382,9,181,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Basilicata,30,336,1,79,14,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Calabria,139,944,6,168,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Campania,281,3868,12,575,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Emilia-Romagna,1122,9001,30,889,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,208,1277,7,175,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Lazio,629,6421,30,943,243,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Liguria,245,1581,10,218,12,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Lombardia,1164,10457,21,1810,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Marche,160,983,5,230,48,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Molise,9,176,0,39,26,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
P.A. Bolzano,85,500,3,100,20,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
P.A. Trento,88,517,3,90,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Piemonte,717,6794,10,628,99,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Puglia,163,2735,10,405,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Sardegna,93,1602,7,204,16,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Sicilia,291,3265,16,785,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Toscana,469,5033,19,570,13,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Umbria,237,662,3,86,41,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Valle d'Aosta,24,67,0,13,21,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Veneto,779,6000,30,1000,0,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
Italia,7106,63601,232,9188,553,Dati della Protezione Civile del 25 Ottobre 2022 ore 23:45
