Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,513,410.344,16.738,1.307,155,1%,154,12,-550%,1,008,-5000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Basilicata,163,139.271,14.079,2.583,38,0%,38,7,-500%,0,000,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Calabria,460,395.151,31.904,1.715,158,0%,153,8,-060%,5,027,-1670%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Campania,2.070,1.729.042,121.786,2.165,298,0%,285,5,-100%,13,023,1820%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Emilia-Romagna,1.845,1.501.719,17.639,397,687,4%,660,15,140%,27,061,380%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Friuli Venezia Giulia,409,382.184,19.810,1.649,79,0%,76,6,-730%,3,025,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Lazio,2.795,1.602.421,117.290,2.047,501,0%,470,8,-170%,31,054,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Liguria,570,454.317,5.025,331,150,3%,147,10,210%,3,020,-2500%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Lombardia,3.132,2.918.124,92.757,929,478,1%,458,5,-340%,20,020,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Marche,488,477.812,3.404,227,59,2%,56,4,-510%,3,020,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Molise,96,66.746,3.180,1.081,9,0%,8,3,-2000%,1,034,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
P.A. Bolzano,221,219.904,1.704,319,37,2%,36,7,-1000%,1,019,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
P.A. Trento,122,168.836,1.215,224,25,2%,24,4,-400%,1,018,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Piemonte,914,1.207.517,25.762,603,266,1%,251,6,240%,15,035,710%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Puglia,1.360,1.145.285,18.271,464,250,1%,236,6,-130%,14,036,-670%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Sardegna,793,319.348,10.995,691,100,1%,94,6,000%,6,038,2000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Sicilia,2.084,1.215.553,61.707,1.277,552,1%,527,11,-190%,25,052,-740%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Toscana,1.103,1.161.335,24.143,654,215,1%,199,5,-340%,16,043,-590%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Umbria,403,290.198,7.085,819,93,1%,90,10,-720%,3,035,20000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Valle d'Aosta,40,36.873,406,327,2,0%,2,2,000%,0,000,000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Veneto,1.973,1.769.627,28.521,586,206,1%,198,4,-390%,8,016,-2000%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
Italia,21.554,17.611.607,623.421,1.052,4.358,1%,4.162,7,-170%,196,033,-050%,Dati della Protezione Civile del 10 Giugno 2022 ore 23:45
