Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,174,68.265,10.261,786,612,6%,553,42,-280%,59,452,-780%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Basilicata,182,21.241,5.257,944,181,3%,169,30,-450%,12,215,-770%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Calabria,577,52.484,12.907,671,514,4%,471,24,000%,43,223,750%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Campania,1.627,360.053,90.938,1.572,1.725,2%,1.592,28,-010%,133,230,-220%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Emilia-Romagna,785,352.908,64.953,1.454,2.985,5%,2.654,59,-370%,331,741,-030%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Friuli Venezia Giulia,371,101.862,10.529,869,568,5%,493,41,-570%,75,619,-740%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Lazio,1.164,303.939,52.172,889,3.456,7%,3.064,52,050%,392,668,-100%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Liguria,231,94.469,7.465,484,745,10%,658,43,-060%,87,564,360%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Lombardia,1.975,769.885,71.341,706,6.514,9%,5.727,57,-060%,787,779,-300%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Marche,222,92.815,7.950,524,840,11%,713,47,-270%,127,836,-160%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Molise,0,12.643,612,202,61,10%,46,15,-210%,15,496,-630%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
P.A. Bolzano,87,70.114,313,59,87,28%,74,14,-630%,13,244,-710%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
P.A. Trento,119,42.564,1.513,279,184,12%,147,27,-260%,37,682,-1190%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Piemonte,1.057,328.269,26.389,608,3.842,15%,3.526,81,-290%,316,728,-030%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Puglia,1.191,212.536,51.634,1.288,2.228,4%,1.966,49,-090%,262,654,-110%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Sardegna,327,49.743,17.366,1.065,396,2%,340,21,-030%,56,343,180%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Sicilia,1.384,188.981,24.671,497,1.390,6%,1.214,24,190%,176,354,110%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Toscana,934,210.857,27.414,736,1.947,7%,1.664,45,-200%,283,760,-100%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Umbria,109,52.593,3.856,438,320,8%,279,32,110%,41,466,000%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Valle d'Aosta,48,10.135,1.120,892,80,7%,68,54,630%,12,956,910%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Veneto,883,396.677,30.559,623,1.803,6%,1.534,31,-220%,269,548,-590%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
Italia,13.447,3.793.033,519.220,862,30.478,6%,26.952,45,-140%,3.526,585,-190%,Dati della Protezione Civile del 13 Aprile 2021 ore 17:50
