Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,25,74.949,911,70,22,2%,21,2,-450%,1,008,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Basilicata,6,26.985,683,123,16,2%,16,3,-590%,0,000,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Calabria,24,69.082,3.151,166,57,2%,51,3,-560%,6,032,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Campania,110,424.766,7.583,133,230,3%,211,4,140%,19,033,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Emilia-Romagna,52,387.048,2.593,58,183,7%,161,4,000%,22,049,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Friuli Venezia Giulia,9,106.996,186,15,6,3%,6,0,-2500%,0,000,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Lazio,83,346.269,2.773,48,192,7%,155,3,000%,37,064,-750%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Liguria,13,103.476,125,8,21,17%,14,1,000%,7,046,1670%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Lombardia,131,842.375,8.976,90,239,3%,195,2,-630%,44,044,-220%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Marche,41,103.787,1.272,84,10,1%,8,1,6000%,2,013,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Molise,3,13.724,64,21,3,5%,3,1,000%,0,000,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
P.A. Bolzano,4,73.330,118,22,7,6%,5,1,-1670%,2,038,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
P.A. Trento,6,45.791,56,10,2,4%,2,0,000%,0,000,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Piemonte,40,363.044,777,18,104,13%,94,2,-310%,10,023,1110%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Puglia,25,253.496,2.660,67,118,4%,108,3,-440%,10,025,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Sardegna,21,57.300,2.320,144,43,2%,42,3,240%,1,006,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Sicilia,102,232.184,3.563,73,158,4%,143,3,-140%,15,031,-1180%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Toscana,49,244.484,1.567,42,95,6%,79,2,-710%,16,043,-1110%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Umbria,11,56.881,684,79,11,2%,11,1,2220%,0,000,-10000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Valle d'Aosta,0,11.696,32,26,1,3%,1,1,000%,0,000,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Veneto,53,425.654,4.570,94,43,1%,38,1,-500%,5,010,000%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
Italia,808,4.263.317,44.664,75,1.561,3%,1.364,2,-220%,197,033,-340%,Dati della Protezione Civile del 04 Luglio 2021 ore 19:52
