Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.784,493.153,54.036,4.218,275,1%,266,21,350%,9,070,1250%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Basilicata,450,166.829,15.883,2.914,104,1%,103,19,620%,1,018,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Calabria,1.724,481.333,73.568,3.954,329,0%,314,17,-030%,15,081,1540%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Campania,5.835,2.072.882,179.150,3.185,719,0%,688,12,100%,31,055,-1140%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Emilia-Romagna,4.432,1.728.701,76.050,1.713,1.800,2%,1.753,39,060%,47,106,-600%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Friuli Venezia Giulia,1.129,443.643,22.772,1.895,303,1%,296,25,530%,7,058,1670%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Lazio,4.777,1.922.660,228.313,3.984,1.162,1%,1.091,19,-040%,71,124,-270%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Liguria,1.314,524.253,22.547,1.485,468,2%,455,30,270%,13,086,-710%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Lombardia,6.366,3.321.929,155.847,1.561,1.543,1%,1.495,15,030%,48,048,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Marche,1.981,561.253,20.437,1.364,202,1%,196,13,-250%,6,040,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Molise,347,80.357,5.733,1.948,17,0%,17,6,-1050%,0,000,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
P.A. Bolzano,380,243.686,7.140,1.335,99,1%,95,18,000%,4,075,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
P.A. Trento,496,191.048,7.730,1.426,95,1%,92,17,2600%,3,055,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Piemonte,2.714,1.362.362,58.614,1.371,641,1%,625,15,110%,16,037,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Puglia,3.480,1.370.175,71.977,1.830,491,1%,474,12,-040%,17,043,630%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Sardegna,1.263,407.506,40.790,2.565,195,0%,182,11,-320%,13,082,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Sicilia,3.521,1.528.211,169.893,3.515,1.003,1%,956,20,-030%,47,097,-210%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Toscana,2.627,1.318.369,95.587,2.588,749,1%,723,20,-040%,26,070,830%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Umbria,1.191,343.548,22.041,2.547,285,1%,281,32,-040%,4,046,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Valle d'Aosta,112,41.254,1.796,1.447,40,2%,40,32,1430%,0,000,000%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Veneto,5.285,2.056.913,99.961,2.053,810,1%,783,16,000%,27,055,380%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
Italia,51.208,20.660.065,1.429.865,2.414,11.330,1%,10.925,18,060%,405,068,-070%,Dati della Protezione Civile del 24 Luglio 2022 ore 17:08
