Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,89,1324,7,177,23,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Basilicata,48,360,1,88,13,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Calabria,161,957,15,169,2,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Campania,379,3849,23,548,195,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Emilia-Romagna,403,7920,50,889,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Friuli Venezia Giulia,49,1277,13,175,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Lazio,462,6421,72,943,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Liguria,76,1695,11,218,12,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Lombardia,353,6369,45,1530,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Marche,59,971,20,212,61,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Molise,8,176,0,39,26,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
P.A. Bolzano,21,500,3,100,20,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
P.A. Trento,25,517,0,90,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Piemonte,153,5824,14,628,99,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Puglia,236,2741,17,482,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Sardegna,240,1602,27,204,16,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Sicilia,824,3661,117,869,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Toscana,419,5033,54,570,34,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Umbria,48,684,6,91,36,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Valle d'Aosta,0,83,0,33,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Veneto,199,6000,49,1000,0,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
Italia,4252,57964,544,9055,537,Dati della Protezione Civile del 31 Agosto 2021 ore 18:29
