Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,289,1382,8,181,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Basilicata,104,362,0,79,13,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Calabria,328,956,18,177,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Campania,726,3912,34,573,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Emilia-Romagna,1679,9001,46,889,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Friuli Venezia Giulia,288,1277,7,175,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Lazio,1059,6421,71,943,243,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Liguria,420,1637,12,218,12,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Lombardia,1543,10457,38,1810,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Marche,202,983,7,230,50,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Molise,18,176,2,39,26,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
P.A. Bolzano,104,500,2,100,20,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
P.A. Trento,96,517,3,90,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Piemonte,604,6794,16,628,99,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Puglia,490,2751,17,405,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Sardegna,174,1602,10,204,16,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Sicilia,1032,3639,47,793,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Toscana,759,5033,31,570,14,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Umbria,284,662,7,86,41,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Valle d'Aosta,32,96,1,13,21,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Veneto,744,6000,36,1000,0,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
Italia,10975,64158,413,9203,555,Dati della Protezione Civile del 19 Luglio 2022 ore 23:45
