Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,581,547.780,27.832,2.173,112,0%,110,9,280%,2,016,-3330%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Basilicata,139,181.358,6.354,1.166,23,0%,22,4,000%,1,018,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Calabria,574,548.209,42.833,2.302,144,0%,140,8,140%,4,021,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Campania,1.529,2.204.308,59.759,1.063,268,0%,253,4,-310%,15,027,2500%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Emilia-Romagna,2.429,1.838.982,16.586,374,673,4%,649,15,-1190%,24,054,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Friuli Venezia Giulia,520,481.683,4.885,407,107,2%,105,9,-710%,2,017,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Lazio,1.553,2.038.728,40.927,714,415,1%,388,7,-230%,27,047,-1560%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Liguria,479,566.609,4.510,297,136,3%,134,9,-690%,2,013,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Lombardia,2.871,3.508.132,33.844,339,533,2%,525,5,-150%,8,008,-3850%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Marche,464,611.647,3.816,255,59,2%,57,4,560%,2,013,-3330%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Molise,123,88.791,3.903,1.326,12,0%,11,4,000%,1,034,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
P.A. Bolzano,285,257.907,1.840,344,32,2%,31,6,2920%,1,019,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
P.A. Trento,265,207.277,1.965,362,51,3%,49,9,000%,2,037,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Piemonte,1.375,1.445.607,30.886,722,228,1%,221,5,000%,7,016,1670%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Puglia,709,1.464.658,10.526,268,136,1%,128,3,-1410%,8,020,-1110%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Sardegna,365,443.877,5.276,332,80,2%,75,5,000%,5,031,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Sicilia,979,1.634.314,36.198,749,255,1%,232,5,-760%,23,048,-1480%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Toscana,875,1.387.423,79.591,2.155,189,0%,182,5,000%,7,019,1670%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Umbria,373,369.601,2.798,323,125,4%,125,14,000%,0,000,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Valle d'Aosta,40,44.037,589,475,7,1%,7,6,1670%,0,000,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Veneto,2.326,2.225.522,35.982,739,285,1%,275,6,220%,10,021,000%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
Italia,18.854,22.096.450,450.900,761,3.870,1%,3.719,6,-390%,151,025,-740%,Dati della Protezione Civile del 14 Settembre 2022 ore 23:45
