Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.570,159.002,62.927,4.912,391,1%,350,27,030%,41,320,1080%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Basilicata,904,47.235,13.254,2.431,85,1%,84,15,630%,1,018,000%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Calabria,3.653,140.237,34.676,1.864,446,1%,415,22,400%,31,167,-610%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Campania,20.206,804.295,228.409,4.061,1.270,1%,1.191,21,320%,79,140,000%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Emilia-Romagna,20.346,771.295,276.793,6.236,2.460,1%,2.312,52,240%,148,333,-200%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Friuli Venezia Giulia,4.584,200.559,45.050,3.749,413,1%,369,31,000%,44,366,730%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Lazio,15.307,670.539,204.481,3.568,1.879,1%,1.675,29,340%,204,356,000%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Liguria,5.438,211.077,24.697,1.626,734,3%,691,46,220%,43,283,750%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Lombardia,33.856,1.714.922,555.704,5.567,3.731,1%,3.469,35,050%,262,262,190%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Marche,4.257,171.633,12.751,851,329,3%,271,18,190%,58,387,-170%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Molise,562,22.838,6.918,2.351,22,0%,20,7,1110%,2,068,000%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
P.A. Bolzano,2.469,122.700,20.051,3.748,98,0%,81,15,950%,17,318,630%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
P.A. Trento,2.235,89.832,27.554,5.082,148,1%,125,23,-230%,23,424,-800%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Piemonte,14.609,670.701,162.851,3.809,2.077,1%,1.930,45,000%,147,344,070%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Puglia,9.757,395.100,84.659,2.152,586,1%,530,13,710%,56,142,570%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Sardegna,1.549,104.399,19.187,1.207,253,1%,227,14,-170%,26,164,-710%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Sicilia,10.023,504.809,159.593,3.302,1.472,1%,1.307,27,050%,165,341,120%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Toscana,11.859,559.367,185.878,5.033,1.315,1%,1.189,32,140%,126,341,240%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Umbria,2.125,124.052,34.919,4.035,216,1%,204,24,-470%,12,139,000%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Valle d'Aosta,587,23.048,5.994,4.830,69,1%,63,51,1890%,6,484,-1430%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Veneto,18.357,848.874,232.482,4.774,1.704,1%,1.516,31,750%,188,386,-160%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
Italia,186.253,8.356.514,2.398.828,4.050,19.698,1%,18.019,30,210%,1.679,283,070%,Dati della Protezione Civile del 14 Gennaio 2022 ore 19:46
