Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,42,1369,1,185,23,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Basilicata,33,449,0,88,13,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Calabria,100,906,11,156,25,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Campania,296,4045,20,577,79,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Emilia-Romagna,233,6538,39,760,0,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Friuli Venezia Giulia,4,1277,1,175,0,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Lazio,320,6421,77,943,193,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Liguria,35,1723,8,212,12,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Lombardia,402,7047,80,1416,114,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Marche,32,1061,8,211,57,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Molise,6,221,0,39,0,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
P.A. Bolzano,8,391,3,100,0,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
P.A. Trento,9,517,2,60,15,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Piemonte,225,5824,30,628,99,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Puglia,186,3433,17,549,0,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Sardegna,68,1602,5,216,33,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Sicilia,240,3202,28,684,196,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Toscana,144,5033,38,463,30,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Umbria,30,671,4,97,30,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Valle d'Aosta,3,81,0,30,6,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Veneto,88,6000,22,1000,0,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
Italia,2504,57811,394,8589,925,Dati della Protezione Civile del 19 Giugno 2021 ore 19:03
