Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,400,97.017,9.414,732,175,2%,154,12,690%,21,163,000%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Basilicata,88,34.265,2.777,507,52,2%,51,9,1090%,1,018,000%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Calabria,484,105.408,11.124,592,317,3%,293,16,890%,24,128,-1720%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Campania,2.291,540.200,40.310,710,552,1%,516,9,470%,36,063,2410%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Emilia-Romagna,3.482,512.130,57.719,1.298,1.343,2%,1.236,28,410%,107,241,000%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Friuli Venezia Giulia,154,149.079,8.832,737,311,4%,284,24,140%,27,225,-690%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Lazio,2.933,481.418,53.405,934,1.131,2%,996,17,340%,135,236,070%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Liguria,469,142.079,10.533,698,545,5%,505,33,740%,40,265,-240%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Lombardia,5.065,1.075.263,123.880,1.243,1.726,1%,1.539,15,690%,187,188,390%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Marche,309,138.766,6.826,455,245,4%,203,14,000%,42,280,1050%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Molise,9,15.851,530,179,19,4%,17,6,1330%,2,067,000%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
P.A. Bolzano,235,98.522,4.479,839,108,2%,89,17,1560%,19,356,000%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
P.A. Trento,278,58.625,4.065,746,111,3%,88,16,-330%,23,422,1500%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Piemonte,4.611,454.149,42.151,986,1.147,3%,1.058,25,630%,89,208,350%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Puglia,762,294.308,12.202,311,201,2%,180,5,530%,21,053,-450%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Sardegna,466,85.064,5.617,351,147,3%,136,9,630%,11,069,-830%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Sicilia,2.087,356.496,29.864,617,738,2%,657,14,380%,81,167,520%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Toscana,2.843,337.126,32.273,880,569,2%,493,13,1130%,76,207,560%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Umbria,935,77.032,8.507,983,102,1%,93,11,1340%,9,104,000%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Valle d'Aosta,93,15.064,1.235,997,33,3%,31,25,330%,2,161,10000%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Veneto,2.816,610.250,71.761,1.479,1.277,2%,1.104,23,410%,173,357,810%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
Italia,30.810,5.678.112,537.504,907,10.849,2%,9.723,16,550%,1.126,190,340%,Dati della Protezione Civile del 27 Dicembre 2021 ore 19:39
