Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,553,57497,13565,1039,727,5%,643,49,1.9%,84,6.43,-2.3%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Basilicata,144,16589,3785,680,113,3%,101,18,7.4%,12,2.15,-7.7%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Calabria,228,39370,6649,345,247,4%,217,11,-0.5%,30,1.56,25%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Campania,2560,285221,89595,1549,1541,2%,1396,24,0.8%,145,2.51,-2%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Emilia-Romagna,3056,279646,54935,1230,3096,6%,2813,63,2.2%,283,6.34,2.9%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Friuli Venezia Giulia,466,80749,11848,978,504,4%,447,37,9.3%,57,4.71,-9.5%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Lazio,1399,244169,37612,641,2191,6%,1951,33,2.9%,240,4.09,-0.8%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Liguria,384,80400,5873,381,568,10%,507,33,0.2%,61,3.95,3.4%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Lombardia,4397,633977,82208,814,5631,7%,5058,50,2.5%,573,5.67,1.4%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Marche,852,73111,10478,690,714,7%,616,41,2.7%,98,6.45,4.3%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Molise,67,11175,1676,554,113,7%,94,31,5.6%,19,6.29,0%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
P.A. Bolzano,182,55324,5356,1007,229,4%,191,36,4.4%,38,7.14,2.7%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
P.A. Trento,275,35926,4168,768,236,6%,188,35,1.6%,48,8.84,0%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Piemonte,1543,259221,22305,514,2518,11%,2316,53,2.3%,202,4.65,5.2%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Puglia,1155,155457,35466,885,1458,4%,1303,33,1.6%,155,3.87,-0.6%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Sardegna,95,41745,12686,778,212,2%,188,12,-1.6%,24,1.47,0%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Sicilia,576,156388,16720,337,780,5%,657,13,-0.8%,123,2.48,1.7%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Toscana,1355,164451,21413,575,1308,6%,1109,30,2.6%,199,5.35,5.3%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Umbria,242,46439,7279,827,503,7%,423,48,-0.7%,80,9.09,-2.4%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Valle d'Aosta,7,8121,177,141,11,6%,9,7,-10%,2,1.59,0%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Veneto,1229,342510,29068,592,1049,4%,917,19,1.7%,132,2.69,0%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
Italia,20765,3067486,472862,785,23749,5%,21144,35,2.1%,2605,4.32,1.3%,Dati della Protezione Civile del 07 Marzo 2021 ore 19:07
