Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,262,31463,15499,1187,713,5%,647,50,-1.5&,66,5.05,1.5%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Basilicata,104,9290,6231,1119,131,2%,116,21,-4.9&,15,2.69,0%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Calabria,158,19333,9416,489,386,4%,365,19,-1.4&,21,1.09,-12.5%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Campania,1340,171332,94480,1633,1972,2%,1828,32,2.2&,144,2.49,2.9%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Emilia-Romagna,1211,141010,64055,1434,3043,5%,2812,63,-1.2&,231,5.17,0.9%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Friuli Venezia Giulia,843,38632,14235,1175,707,5%,644,53,-1.2&,63,5.2,1.6%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Lazio,1230,137143,88193,1504,3365,4%,3026,52,-0.3&,339,5.78,0%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Liguria,340,55024,8765,568,887,10%,803,52,-2.3&,84,5.44,-1.2%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Lombardia,2938,438591,87449,865,6150,7%,5417,54,-3.5&,733,7.25,-2%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Marche,483,33866,13113,864,576,4%,490,32,-2.2&,86,5.66,0%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Molise,73,5490,2618,866,58,2%,50,17,-5.7&,8,2.65,14.3%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
P.A. Bolzano,252,26283,10651,2002,269,3%,242,45,1.3&,27,5.07,-12.9%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
P.A. Trento,160,17976,2439,449,458,19%,411,76,-4.6&,47,8.66,-2.1%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Piemonte,1553,183084,59991,1382,4305,7%,4005,92,-1.6&,300,6.91,-3.2%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Puglia,1813,70319,49991,1247,1782,4%,1595,40,-0.3&,187,4.67,-6.5%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Sardegna,198,25477,15065,924,659,4%,595,36,-2.5&,64,3.93,1.6%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Sicilia,999,76366,36410,733,1477,4%,1280,26,-4.6&,197,3.97,0%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Toscana,657,111097,20824,559,1509,7%,1268,34,-4.2&,241,6.47,-2.4%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Umbria,219,25834,5089,578,368,7%,314,36,1.3&,54,6.13,-1.8%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Valle d'Aosta,11,6812,716,571,97,14%,88,70,-10.2&,9,7.17,-10%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Veneto,3883,181451,85093,1734,2915,3%,2566,52,-1.5&,349,7.11,5.8%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
Italia,18727,1805873,690323,1146,31827,5%,28562,47,-1.8&,3265,5.42,-0.8%,Dati della Protezione Civile del 11 Dicembre 2020 ore 19:02
