Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,898,415.836,18.147,1.417,113,1%,111,9,-430%,2,016,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Basilicata,266,141.009,11.630,2.133,34,0%,34,6,000%,0,000,-10000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Calabria,942,400.867,30.736,1.652,144,0%,137,7,150%,7,038,1670%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Campania,3.383,1.750.433,85.145,1.514,303,0%,288,5,-430%,15,027,2500%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Emilia-Romagna,3.157,1.520.964,25.691,579,699,3%,672,15,-120%,27,061,-360%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Friuli Venezia Giulia,904,387.344,6.577,547,89,1%,85,7,120%,4,033,3330%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Lazio,5.157,1.632.851,118.395,2.066,538,0%,496,9,-080%,42,073,770%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Liguria,958,460.011,7.237,477,149,2%,145,10,-270%,4,026,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Lombardia,5.298,2.951.460,58.826,589,567,1%,550,6,460%,17,017,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Marche,800,483.047,3.328,222,74,2%,69,5,1130%,5,033,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Molise,170,67.783,1.576,536,10,1%,9,3,1250%,1,034,-5000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
P.A. Bolzano,286,221.951,2.420,452,47,2%,45,8,710%,2,037,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
P.A. Trento,273,170.374,1.817,335,23,1%,22,4,1000%,1,018,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Piemonte,1.657,1.218.946,28.774,673,222,1%,216,5,-480%,6,014,-2500%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Puglia,2.403,1.160.279,23.317,593,226,1%,218,6,090%,8,020,-2000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Sardegna,1.192,328.138,13.628,857,96,1%,89,6,-220%,7,044,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Sicilia,168,1.236.569,47.806,989,587,1%,565,12,020%,22,046,480%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Toscana,1.972,1.173.808,29.089,788,236,1%,227,6,-090%,9,024,5000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Umbria,638,294.253,8.299,959,93,1%,93,11,220%,0,000,-10000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Valle d'Aosta,37,37.145,444,358,15,3%,15,12,710%,0,000,000%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Veneto,4.419,1.791.837,38.133,783,259,1%,245,5,610%,14,029,-1250%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
Italia,34.978,17.844.905,561.015,947,4.524,1%,4.331,7,030%,193,033,100%,Dati della Protezione Civile del 18 Giugno 2022 ore 23:45
