Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,326,1382,11,181,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Basilicata,108,394,4,79,14,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Calabria,257,1009,15,194,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Campania,713,3992,42,567,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Emilia-Romagna,1331,9001,32,889,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Friuli Venezia Giulia,169,1277,6,175,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Lazio,1171,6421,58,943,243,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Liguria,287,1643,17,218,12,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Lombardia,1190,10457,36,1810,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Marche,168,1006,5,232,52,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Molise,37,176,2,39,26,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
P.A. Bolzano,43,500,1,100,20,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
P.A. Trento,73,517,2,90,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Piemonte,744,6794,15,628,99,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Puglia,545,2903,25,503,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Sardegna,283,1602,9,204,16,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Sicilia,761,3521,42,818,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Toscana,567,5033,25,570,10,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Umbria,218,662,7,86,41,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Valle d'Aosta,27,163,0,34,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Veneto,596,6000,17,1000,0,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
Italia,9614,64453,371,9360,533,Dati della Protezione Civile del 04 Maggio 2022 ore 23:45
