Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,45,75.451,1.013,78,21,2%,20,2,-910%,1,008,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Basilicata,27,27.118,523,95,16,3%,16,3,000%,0,000,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Calabria,33,69.734,2.063,109,51,2%,47,2,-600%,4,021,-2000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Campania,233,427.614,7.359,129,197,3%,184,3,170%,13,023,3000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Emilia-Romagna,185,389.146,2.959,66,152,5%,137,3,-350%,15,034,710%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Friuli Venezia Giulia,0,107.263,249,21,9,4%,9,1,000%,0,000,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Lazio,681,350.529,4.102,71,161,4%,133,2,230%,28,049,-340%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Liguria,76,103.996,409,27,19,5%,13,1,-1330%,6,039,2000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Lombardia,407,846.513,7.362,73,167,2%,136,1,-140%,31,031,330%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Marche,54,104.391,1.508,100,14,1%,12,1,-770%,2,013,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Molise,0,13.823,103,34,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
P.A. Bolzano,39,73.545,198,37,7,4%,7,1,-2220%,0,000,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
P.A. Trento,31,45.993,160,29,2,1%,2,0,000%,0,000,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Piemonte,122,363.909,1.094,25,60,5%,57,1,560%,3,007,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Puglia,80,254.323,1.775,45,85,5%,76,2,1520%,9,023,-1000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Sardegna,145,58.716,2.016,125,61,3%,58,4,180%,3,019,-2500%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Sicilia,552,236.348,5.800,119,177,3%,156,3,130%,21,043,-450%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Toscana,169,246.336,2.335,63,85,4%,70,2,-540%,15,041,-630%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Umbria,76,57.232,764,88,10,1%,9,1,1250%,1,011,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Valle d'Aosta,3,11.715,28,22,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Veneto,600,429.388,7.490,154,64,1%,51,1,850%,13,027,3000%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
Italia,3.558,4.293.083,49.310,83,1.359,3%,1.194,2,050%,165,028,190%,Dati della Protezione Civile del 20 Luglio 2021 ore 20:07
