Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,224,64774,10562,809,698,7%,620,47,1.1%,78,5.97,1.3%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Basilicata,33,19181,4787,860,180,4%,168,30,6.3%,12,2.15,-7.7%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Calabria,201,46311,10332,537,425,4%,389,20,3.2%,36,1.87,0%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Campania,1169,333700,95533,1651,1770,2%,1601,28,0.6%,169,2.92,2.4%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Emilia-Romagna,2011,333169,73890,1654,3938,5%,3540,79,2.8%,398,8.91,-0.7%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Friuli Venezia Giulia,301,96399,15506,1280,766,5%,680,56,2.7%,86,7.1,2.4%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Lazio,1403,282054,51233,873,3393,7%,3013,51,4.6%,380,6.48,2.7%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Liguria,337,88452,6999,454,713,10%,641,42,0.8%,72,4.67,7.5%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Lombardia,1793,728270,95805,948,7864,8%,6994,69,-1.1%,870,8.61,0.2%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Marche,232,87230,9472,624,958,10%,807,53,0.1%,151,9.94,2.7%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Molise,15,12251,982,325,87,9%,72,24,-1.4%,15,4.96,-6.3%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
P.A. Bolzano,35,68661,769,145,121,16%,98,18,4.3%,23,4.32,-8%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
P.A. Trento,84,40848,3093,570,263,9%,217,40,5.3%,46,8.48,2.2%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Piemonte,1504,305121,35785,824,4201,12%,3837,88,1.6%,364,8.38,-1.4%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Puglia,786,189523,46494,1160,2100,5%,1852,46,2.9%,248,6.19,4.2%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Sardegna,164,44854,13978,857,231,2%,200,12,5.8%,31,1.9,3.3%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Sicilia,799,172450,17417,351,1009,6%,876,18,3.8%,133,2.68,3.1%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Toscana,1021,192656,27890,749,1794,6%,1532,41,1.8%,262,7.04,-0.8%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Umbria,49,50560,4980,566,432,9%,372,42,1.9%,60,6.82,0%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Valle d'Aosta,27,9102,842,671,47,6%,38,30,2.7%,9,7.17,12.5%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Veneto,728,379391,39644,808,1894,5%,1616,33,2.5%,278,5.66,4.1%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
Italia,12916,3544957,565993,939,32884,6%,29163,48,1.6%,3721,6.18,1.1%,Dati della Protezione Civile del 29 Marzo 2021 ore 18:28
