Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.835,162.806,65.753,5.133,413,1%,375,29,710%,38,297,-730%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Basilicata,593,47.828,13.570,2.489,89,1%,87,16,360%,2,037,10000%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Calabria,2.723,142.960,36.208,1.946,453,1%,418,22,070%,35,188,1290%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Campania,19.788,824.083,239.651,4.261,1.334,1%,1.246,22,460%,88,156,1140%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Emilia-Romagna,17.755,789.044,290.816,6.551,2.486,1%,2.334,53,100%,152,342,270%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Friuli Venezia Giulia,4.570,205.114,47.412,3.946,408,1%,368,31,-030%,40,333,-910%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Lazio,12.096,682.635,211.442,3.690,1.938,1%,1.734,30,350%,204,356,000%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Liguria,5.835,216.912,26.844,1.768,731,3%,687,45,-060%,44,290,230%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Lombardia,33.249,1.748.171,546.813,5.478,3.761,1%,3.503,35,100%,258,258,-150%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Marche,5.766,177.399,15.349,1.024,328,2%,263,18,-300%,65,434,1210%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Molise,507,23.345,7.316,2.486,24,0%,22,7,1000%,2,068,000%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
P.A. Bolzano,2.700,125.400,21.727,4.062,106,0%,88,16,860%,18,337,590%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
P.A. Trento,2.461,92.293,27.754,5.119,148,1%,127,23,160%,21,387,-870%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Piemonte,14.350,685.051,164.973,3.859,2.084,1%,1.938,45,040%,146,342,-070%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Puglia,9.718,417.380,103.590,2.633,614,1%,559,14,550%,55,140,-180%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Sardegna,1.490,105.889,20.032,1.260,252,1%,224,14,-130%,28,176,770%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Sicilia,9.292,514.101,166.341,3.441,1.488,1%,1.331,28,180%,157,325,-480%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Toscana,11.761,571.128,179.001,4.847,1.349,1%,1.226,33,310%,123,333,-240%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Umbria,1.958,126.010,31.182,3.603,236,1%,224,26,980%,12,139,000%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Valle d'Aosta,440,23.488,5.928,4.777,75,1%,67,54,630%,8,645,3330%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Veneto,19.539,868.413,249.145,5.116,1.730,1%,1.549,32,220%,181,372,-370%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
Italia,180.426,8.549.450,2.470.847,4.171,20.047,1%,18.370,31,190%,1.677,283,-010%,Dati della Protezione Civile del 15 Gennaio 2022 ore 22:30
