Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.246,529.453,24.662,1.925,179,1%,173,14,-1170%,6,047,-1430%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Basilicata,252,175.542,8.660,1.589,37,0%,36,7,000%,1,018,000%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Calabria,1.599,522.436,68.226,3.667,186,0%,176,9,-490%,10,054,1110%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Campania,2.193,2.159.697,118.378,2.105,417,0%,401,7,-380%,16,028,670%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Emilia-Romagna,2.004,1.802.319,29.370,662,1.204,4%,1.172,26,-360%,32,072,-1580%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Friuli Venezia Giulia,768,468.764,9.053,753,205,2%,200,17,-430%,5,042,-1670%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Lazio,1.802,1.998.880,137.108,2.393,766,1%,723,13,-080%,43,075,-650%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Liguria,669,553.025,9.482,624,346,4%,338,22,-400%,8,053,6000%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Lombardia,2.762,3.438.606,48.145,482,866,2%,845,8,-440%,21,021,500%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Marche,927,595.610,9.707,648,132,1%,127,8,240%,5,033,-1670%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Molise,163,85.491,5.040,1.713,22,0%,20,7,000%,2,068,000%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
P.A. Bolzano,210,252.693,2.430,454,45,2%,45,8,000%,0,000,000%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
P.A. Trento,276,200.584,3.361,620,73,2%,72,13,-1000%,1,018,000%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Piemonte,1.212,1.414.277,32.993,772,357,1%,350,8,-250%,7,016,-2220%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Puglia,1.539,1.437.867,33.913,862,337,1%,320,8,-270%,17,043,-560%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Sardegna,759,432.757,15.513,976,143,1%,132,8,390%,11,069,-830%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Sicilia,1.794,1.601.852,99.780,2.064,616,1%,584,12,-360%,32,066,670%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Toscana,1.048,1.365.141,83.825,2.270,381,0%,365,10,-760%,16,043,-590%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Umbria,410,361.475,5.201,601,163,3%,161,19,-530%,2,023,000%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Valle d'Aosta,50,43.122,835,673,9,1%,9,7,1250%,0,000,000%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Veneto,3.008,2.167.015,53.741,1.104,558,1%,533,11,-090%,25,051,420%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
Italia,24.691,21.606.606,799.423,1.350,7.042,1%,6.782,11,-350%,260,044,-300%,Dati della Protezione Civile del 19 Agosto 2022 ore 17:09
