Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,90,68.091,10.410,797,633,6%,569,44,220%,64,490,-150%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Basilicata,75,21.059,5.160,927,190,4%,177,32,-110%,13,233,830%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Calabria,226,51.907,12.570,653,511,4%,471,24,-040%,40,208,530%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Campania,1.386,358.426,91.166,1.576,1.730,2%,1.594,28,160%,136,235,-620%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Emilia-Romagna,1.151,352.131,66.433,1.487,3.088,5%,2.756,62,170%,332,743,060%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Friuli Venezia Giulia,82,101.491,10.987,907,604,5%,523,43,080%,81,669,800%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Lazio,1.057,302.775,52.068,888,3.446,7%,3.050,52,-060%,396,675,080%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Liguria,306,94.238,7.733,501,746,10%,662,43,080%,84,544,500%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Lombardia,997,767.910,72.687,719,6.574,9%,5.763,57,-230%,811,803,-040%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Marche,111,92.593,8.055,530,862,11%,733,48,070%,129,850,000%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Molise,28,12.643,636,210,63,10%,47,16,-410%,16,529,670%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
P.A. Bolzano,14,70.027,416,78,93,22%,79,15,390%,14,263,-670%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
P.A. Trento,24,42.445,1.563,288,193,12%,151,28,340%,42,774,240%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Piemonte,636,327.212,27.661,637,3.950,14%,3.633,84,070%,317,730,-090%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Puglia,815,211.345,51.576,1.287,2.248,4%,1.983,49,-030%,265,661,190%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Sardegna,307,49.416,17.238,1.057,396,2%,341,21,180%,55,337,-180%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Sicilia,1.110,187.597,23.709,477,1.365,6%,1.191,24,370%,174,350,180%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Toscana,715,209.923,27.631,742,1.984,7%,1.698,46,180%,286,768,070%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Umbria,40,52.484,3.902,443,317,8%,276,31,150%,41,466,000%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Valle d'Aosta,32,10.087,1.129,900,75,7%,64,51,000%,11,876,-830%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Veneto,587,395.794,31.687,646,1.854,6%,1.568,32,170%,286,583,-100%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
Italia,9.789,3.779.594,524.417,870,30.922,6%,27.329,45,030%,3.593,596,020%,Dati della Protezione Civile del 12 Aprile 2021 ore 18:53
