Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,70,82.442,1.528,118,62,4%,53,4,-1020%,9,070,2860%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Basilicata,17,30.654,758,137,21,3%,21,4,000%,0,000,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Calabria,115,86.697,2.793,147,90,3%,85,4,630%,5,026,-1670%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Campania,393,464.080,7.191,126,210,3%,193,3,550%,17,030,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Emilia-Romagna,273,430.371,9.066,203,318,4%,284,6,-100%,34,076,630%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Friuli Venezia Giulia,149,115.915,1.368,113,59,4%,50,4,-740%,9,075,1250%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Lazio,437,392.400,8.980,156,405,5%,354,6,-110%,51,089,410%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Liguria,74,114.352,881,58,73,8%,63,4,160%,10,066,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Lombardia,498,891.942,8.731,87,350,4%,301,3,750%,49,049,210%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Marche,103,115.668,1.995,132,55,3%,41,3,-680%,14,093,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Molise,1,14.618,79,26,6,8%,5,2,-1670%,1,033,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
P.A. Bolzano,58,78.347,905,170,52,6%,46,9,450%,6,113,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
P.A. Trento,56,49.116,389,71,13,3%,11,2,1000%,2,037,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Piemonte,260,383.733,3.854,89,201,5%,184,4,-110%,17,039,-1500%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Puglia,278,271.816,2.447,62,147,6%,129,3,-230%,18,046,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Sardegna,20,76.003,1.325,82,52,4%,45,3,230%,7,043,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Sicilia,484,306.585,7.115,146,322,5%,284,6,-210%,38,078,-260%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Toscana,192,287.914,5.075,137,258,5%,235,6,000%,23,062,-420%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Umbria,96,64.868,939,108,41,4%,34,4,-290%,7,080,1670%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Valle d'Aosta,5,12.282,79,63,6,8%,6,5,000%,0,000,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Veneto,475,477.970,9.548,196,204,2%,180,4,1040%,24,049,000%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
Italia,4.054,4.747.773,75.046,126,2.945,4%,2.604,4,100%,341,057,090%,Dati della Protezione Civile del 26 Ottobre 2021 ore 18:43
