Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,704,587.217,14.766,1.153,170,1%,162,13,-300%,8,062,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Basilicata,121,188.808,4.773,876,29,1%,29,5,000%,0,000,-10000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Calabria,613,580.383,8.970,482,132,1%,128,7,-380%,4,021,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Campania,1.794,2.291.891,43.398,772,275,1%,263,5,-220%,12,021,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Emilia-Romagna,2.425,1.957.498,38.063,857,1.139,3%,1.106,25,-150%,33,074,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,806,525.038,9.568,796,207,2%,204,17,300%,3,025,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Lazio,2.629,2.165.500,52.798,921,664,1%,632,11,-060%,32,056,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Liguria,684,604.061,8.444,556,252,3%,244,16,-360%,8,053,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Lombardia,4.989,3.778.186,71.387,715,1.072,2%,1.048,10,-110%,24,024,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Marche,675,653.197,7.266,485,142,2%,136,9,-620%,6,040,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Molise,78,93.757,4.181,1.421,6,0%,4,1,000%,2,068,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
P.A. Bolzano,265,281.542,3.461,647,76,2%,76,14,000%,0,000,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
P.A. Trento,280,229.481,2.572,474,78,3%,75,14,-130%,3,055,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Piemonte,1.758,1.587.152,41.662,975,652,2%,642,15,-360%,10,023,-1670%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Puglia,1.213,1.517.317,14.162,360,193,1%,183,5,640%,10,025,1110%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Sardegna,469,467.935,7.823,492,89,1%,81,5,-580%,8,050,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Sicilia,1.282,1.688.122,20.749,429,309,1%,293,6,070%,16,033,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Toscana,1.745,1.468.034,49.927,1.352,472,1%,455,12,-260%,17,046,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Umbria,525,400.820,6.057,700,235,4%,230,27,000%,5,058,-1670%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Valle d'Aosta,65,47.564,1.105,890,16,1%,16,13,670%,0,000,000%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Veneto,3.682,2.417.520,56.073,1.151,735,1%,709,15,-260%,26,053,1300%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
Italia,26.802,23.531.023,467.205,789,6.943,1%,6.716,11,-160%,227,038,-040%,Dati della Protezione Civile del 29 Ottobre 2022 ore 23:45
