Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,157,1382,1,181,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Basilicata,28,338,0,79,14,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Calabria,135,952,6,179,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Campania,290,3878,9,575,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Emilia-Romagna,887,9001,24,889,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,230,1277,11,175,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Lazio,490,6421,35,943,243,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Liguria,166,1581,7,218,12,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Lombardia,920,10457,15,1810,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Marche,78,983,2,230,48,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Molise,7,176,0,39,26,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
P.A. Bolzano,125,500,6,100,20,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
P.A. Trento,78,517,3,90,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Piemonte,611,6794,18,628,99,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Puglia,136,2735,5,405,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Sardegna,86,1602,5,204,16,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Sicilia,216,3282,14,799,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Toscana,353,5033,16,570,13,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Umbria,156,662,5,86,41,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Valle d'Aosta,20,67,0,13,21,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Veneto,530,6000,29,1000,0,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
Italia,5699,63638,211,9213,553,Dati della Protezione Civile del 09 Ottobre 2022 ore 23:45
