Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,226,71.444,8.579,657,380,4%,348,27,-700%,32,245,-1110%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Basilicata,199,24.155,6.292,1.130,167,3%,158,28,-370%,9,162,1250%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Calabria,337,60.411,15.057,782,489,3%,444,23,-490%,45,234,-220%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Campania,1.950,393.742,91.597,1.583,1.578,2%,1.441,25,-080%,137,237,000%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Emilia-Romagna,941,370.190,41.330,925,1.856,4%,1.640,37,-530%,216,484,-440%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Friuli Venezia Giulia,223,105.379,7.364,608,246,3%,216,18,-960%,30,248,000%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Lazio,1.069,324.823,43.295,738,2.421,6%,2.145,37,-170%,276,471,-280%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Liguria,219,99.635,5.533,359,522,9%,459,30,-230%,63,408,-310%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Lombardia,2.139,806.759,51.623,511,3.939,8%,3.403,34,-260%,536,530,-250%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Marche,259,97.964,6.178,407,464,8%,398,26,-250%,66,435,-150%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Molise,31,13.259,632,209,40,6%,34,11,-1500%,6,199,-2500%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
P.A. Bolzano,135,71.277,1.160,218,65,6%,61,11,-320%,4,075,10000%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
P.A. Trento,78,44.077,1.132,209,81,7%,61,11,-1160%,20,369,000%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Piemonte,882,346.275,15.471,356,2.284,15%,2.084,48,-130%,200,461,-480%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Puglia,1.130,235.971,47.767,1.192,1.824,4%,1.596,40,-210%,228,569,180%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Sardegna,184,54.691,16.976,1.041,420,2%,371,23,030%,49,301,000%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Sicilia,1.000,209.487,24.773,499,1.303,5%,1.136,23,-310%,167,336,120%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Toscana,895,227.737,20.399,548,1.527,7%,1.279,34,-400%,248,666,-200%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Umbria,96,54.538,2.881,327,193,7%,165,19,-240%,28,318,-1760%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Valle d'Aosta,58,10.990,727,579,43,6%,35,28,-280%,8,637,000%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Veneto,914,412.813,21.776,444,1.061,5%,907,18,-590%,154,314,-430%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
Italia,12.965,4.035.617,430.542,715,20.903,5%,18.381,31,-300%,2.522,419,-240%,Dati della Protezione Civile del 01 Maggio 2021 ore 19:00
