Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,304,60928,11678,894,756,6%,667,51,-1.2%,89,6.82,2.3%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Basilicata,126,17808,4185,751,173,4%,159,29,-2.5%,14,2.51,-12.5%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Calabria,216,41925,7794,405,311,4%,283,15,2.2%,28,1.45,-3.4%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Campania,2665,310766,98647,1705,1702,2%,1541,27,-1.2%,161,2.78,-2.4%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Emilia-Romagna,2026,306324,69615,1558,3923,6%,3542,79,0.7%,381,8.53,0.8%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Friuli Venezia Giulia,986,88203,15002,1238,614,4%,538,44,1.5%,76,6.27,-1.3%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Lazio,1728,260557,44279,755,2704,6%,2408,41,0.4%,296,5.05,0.7%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Liguria,321,83550,6167,400,637,10%,574,37,0.7%,63,4.08,-3.1%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Lombardia,4490,677948,95765,948,7422,8%,6641,66,2.6%,781,7.73,2.1%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Marche,856,79975,10117,666,880,9%,747,49,1.6%,133,8.76,0%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Molise,77,11739,1456,482,113,8%,96,32,6.7%,17,5.62,-10.5%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
P.A. Bolzano,158,56685,3714,698,174,5%,141,26,-8.4%,33,6.2,0%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
P.A. Trento,285,38369,3971,732,253,6%,199,37,-3.9%,54,9.95,3.8%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Piemonte,2374,279669,31394,723,3596,11%,3281,76,3.5%,315,7.26,5.4%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Puglia,1734,169133,39818,993,1810,5%,1592,40,2.4%,218,5.44,11.2%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Sardegna,92,42724,12819,786,192,1%,163,10,-5.2%,29,1.78,0%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Sicilia,782,162710,14965,301,850,6%,734,15,1.2%,116,2.33,2.7%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Toscana,1275,176610,24907,669,1694,7%,1453,39,1.6%,241,6.47,0.8%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Umbria,324,48526,5904,671,485,8%,406,46,1%,79,8.97,1.3%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Valle d'Aosta,49,8414,369,294,17,5%,15,12,7.1%,2,1.59,-33.3%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Veneto,2191,359247,36442,743,1528,4%,1337,27,4.3%,191,3.89,2.7%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
Italia,23059,3281810,539008,895,29834,6%,26517,44,1.6%,3317,5.51,1.9%,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19
