Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,243,87.894,4.231,327,115,3%,109,8,480%,6,046,-3330%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Basilicata,46,31.618,1.060,192,14,1%,14,3,770%,0,000,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Calabria,286,93.222,4.520,239,146,3%,129,7,000%,17,090,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Campania,1.087,491.746,17.118,300,341,2%,318,6,-090%,23,040,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Emilia-Romagna,1.117,457.044,21.510,482,743,3%,667,15,-260%,76,170,130%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Friuli Venezia Giulia,746,131.774,7.282,604,313,4%,289,24,-030%,24,199,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Lazio,1.638,425.209,20.441,355,792,4%,696,12,-170%,96,167,-100%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Liguria,549,122.948,4.541,298,177,4%,156,10,470%,21,138,500%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Lombardia,2.503,935.047,32.221,321,995,3%,887,9,460%,108,108,490%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Marche,475,124.334,5.110,338,113,2%,87,6,120%,26,172,830%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Molise,27,15.236,441,147,12,3%,11,4,-830%,1,033,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
P.A. Bolzano,677,88.630,5.547,1.041,111,2%,99,19,000%,12,225,910%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
P.A. Trento,188,52.300,1.732,318,51,3%,45,8,230%,6,110,-2500%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Piemonte,902,400.190,10.939,254,409,4%,376,9,-180%,33,077,-570%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Puglia,367,279.751,4.118,104,155,4%,134,3,-150%,21,053,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Sardegna,145,79.006,2.747,170,88,3%,74,5,420%,14,087,770%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Sicilia,729,324.951,12.637,259,351,3%,308,6,000%,43,088,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Toscana,559,302.055,9.185,249,307,3%,260,7,-300%,47,127,-410%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Umbria,116,67.629,1.622,186,57,4%,47,5,-600%,10,115,-910%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Valle d'Aosta,29,13.222,674,539,30,4%,29,23,3810%,1,080,000%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Veneto,2.656,519.814,32.107,658,614,2%,513,11,220%,101,207,310%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
Italia,15.085,5.043.620,199.783,335,5.934,3%,5.248,9,040%,686,115,040%,Dati della Protezione Civile del 01 Dicembre 2021 ore 18:52
