Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,560,23648,16131,1235,736,5%,664,51,"-1,80%",72,"5,51","-1,40%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Basilicata,208,6570,5332,957,179,3%,156,28,"-0,60%",23,"4,13","-4,20%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Calabria,444,13896,10058,523,480,5%,433,22,"1,60%",47,"2,44","4,40%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Campania,3217,136273,103481,1789,2419,2%,2218,38,"-1,90%",201,"3,47","1,50%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Emilia-Romagna,2665,105729,67274,1506,2915,4%,2666,60,"2,80%",249,"5,57","3,30%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Friuli Venezia Giulia,675,24658,13051,1077,601,5%,545,45,"7,10%",56,"4,62","1,80%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Lazio,2533,102640,82053,1399,3637,4%,3298,56,"1,30%",339,"5,78","0,60%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Liguria,611,48127,15878,1029,1375,9%,1253,81,"1,00%",122,"7,91","2,50%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Lombardia,5094,371610,164406,1627,9340,6%,8391,83,"0,90%",949,"9,39","1,40%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Marche,529,26594,15367,1012,630,4%,542,36,"-0,40%",88,"5,80","2,30%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Molise,93,3909,2370,784,62,3%,51,17,"0,00%",11,"3,64","22,20%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
P.A. Bolzano,535,21200,11624,2185,491,4%,453,85,"0,70%",38,"7,14","-2,60%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
P.A. Trento,159,14132,2542,468,461,18%,420,77,"1,70%",41,"7,55","2,50%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Piemonte,2641,149575,77012,1774,5530,7%,5132,118,"-0,30%",398,"9,17","2,10%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Puglia,1327,43507,31352,782,1637,5%,1449,36,"1,20%",188,"4,69","-4,60%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Sardegna,404,18493,12183,747,573,5%,503,31,"-0,20%",70,"4,29","0,00%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Sicilia,1258,53129,37162,748,1838,5%,1597,32,"1,80%",241,"4,85","-0,40%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Toscana,1929,94705,52724,1416,2083,4%,1785,48,"-0,70%",298,"8,00","0,70%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Umbria,400,21769,11572,1315,443,4%,368,42,"-0,50%",75,"8,52","0,00%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Valle d'Aosta,99,6022,1919,1529,158,8%,144,115,"-3,40%",14,"11,16","27,30%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Veneto,2956,122682,72456,1476,2492,3%,2211,45,"0,50%",281,"5,73","2,20%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
Italia,28337,1408868,805947,1338,38080,5%,34279,57,"0,60%",3801,"6,31","1,10%",Dati della Protezione Civile del 22 Novembre 2020 ore 18:38
