Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,410,35723,11373,871,473,4%,435,33,1.2&,38,2.91,8.6%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Basilicata,156,10982,6141,1103,88,1%,83,15,-6.7&,5,0.9,25%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Calabria,345,24265,8863,460,251,3%,233,12,-4.1&,18,0.94,0%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Campania,1734,191407,78328,1354,1463,2%,1359,23,2.6&,104,1.8,-8%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Emilia-Romagna,2629,174141,56787,1271,2874,5%,2643,59,0.5&,231,5.17,-0.9%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Friuli Venezia Giulia,715,50742,11753,970,710,6%,647,53,0.3&,63,5.2,1.6%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Lazio,1913,164964,76361,1302,3057,4%,2752,47,-1.3&,305,5.2,0.7%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Liguria,412,60881,5597,363,727,13%,664,43,-4.3&,63,4.08,-3.1%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Lombardia,3056,481959,55312,547,3839,7%,3352,33,-2.5&,487,4.82,-0.4%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Marche,693,42317,11739,773,540,5%,479,32,1.9&,61,4.02,-1.6%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Molise,106,6634,1723,570,57,3%,46,15,-9.8&,11,3.64,10%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
P.A. Bolzano,270,29764,10793,2028,186,2%,159,30,0&,27,5.07,3.8%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
P.A. Trento,193,22033,1899,350,401,21%,362,67,-4.7&,39,7.19,-7.1%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Piemonte,1058,198886,26529,611,2968,11%,2784,64,-3.8&,184,4.24,-3.2%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Puglia,1395,92359,53913,1345,1613,3%,1476,37,-0.9&,137,3.42,6.2%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Sardegna,365,31478,16679,1023,521,3%,479,29,-1.4&,42,2.58,-8.7%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Sicilia,1122,94766,34347,691,1249,4%,1073,22,0.4&,176,3.54,2.9%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Toscana,589,120917,9836,264,953,10%,810,22,-3.3&,143,3.84,-4.7%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Umbria,228,29188,3804,432,300,8%,254,29,-1.9&,46,5.23,4.5%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Valle d'Aosta,17,7290,408,325,76,19%,75,60,0&,1,0.8,-50%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Veneto,4805,258680,92582,1886,3029,3%,2657,54,-1.5&,372,7.58,3%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
Italia,22211,2129376,574767,954,25375,4%,22822,38,-1.4&,2553,4.24,-0.1%,Dati della Protezione Civile del 01 Gennaio 2021 ore 18:54
