Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,798,531.250,25.327,1.977,175,1%,168,13,-340%,7,055,1670%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Basilicata,192,176.086,8.497,1.559,40,0%,38,7,560%,2,037,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Calabria,1.218,525.202,68.494,3.681,188,0%,178,10,290%,10,054,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Campania,1.764,2.163.590,119.706,2.128,396,0%,379,7,-050%,17,030,1330%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Emilia-Romagna,1.727,1.805.789,27.472,619,1.167,4%,1.134,26,-100%,33,074,1000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Friuli Venezia Giulia,439,469.969,8.438,702,199,2%,195,16,260%,4,033,-2000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Lazio,1.564,2.002.201,132.150,2.306,751,1%,708,12,-040%,43,075,490%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Liguria,546,554.320,8.293,546,303,4%,294,19,-580%,9,059,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Lombardia,2.235,3.443.640,46.851,469,803,2%,782,8,-210%,21,021,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Marche,809,597.292,7.967,532,113,1%,109,7,-520%,4,027,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Molise,235,85.901,4.761,1.618,24,1%,21,7,500%,3,102,5000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
P.A. Bolzano,168,253.122,2.235,418,32,1%,32,6,000%,0,000,-10000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
P.A. Trento,207,201.113,3.195,589,73,2%,73,13,140%,0,000,-10000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Piemonte,999,1.416.530,32.632,763,329,1%,323,8,-120%,6,014,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Puglia,1.216,1.440.609,32.426,824,329,1%,312,8,-030%,17,043,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Sardegna,338,433.764,14.919,938,135,1%,125,8,-310%,10,063,-910%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Sicilia,1.470,1.605.252,94.494,1.955,580,1%,549,11,-420%,31,064,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Toscana,888,1.367.092,83.118,2.251,371,0%,354,10,-080%,17,046,630%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Umbria,355,362.229,4.758,550,166,3%,164,19,190%,2,023,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Valle d'Aosta,38,43.203,834,672,9,1%,9,7,000%,0,000,000%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Veneto,2.264,2.172.314,52.243,1.073,521,1%,495,10,-080%,26,053,400%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
Italia,19.470,21.650.468,778.810,1.315,6.704,1%,6.442,11,-130%,262,044,230%,Dati della Protezione Civile del 21 Agosto 2022 ore 17:05
