Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,159,71.603,8.733,669,386,4%,355,27,200%,31,237,-310%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Basilicata,77,24.232,6.284,1.128,168,3%,159,29,060%,9,162,000%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Calabria,286,60.697,15.225,791,482,3%,434,23,-230%,48,249,670%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Campania,1.352,395.094,91.237,1.577,1.610,2%,1.467,25,180%,143,247,440%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Emilia-Romagna,950,371.137,41.763,935,1.888,5%,1.671,37,190%,217,486,050%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Friuli Venezia Giulia,24,105.403,7.273,600,251,3%,217,18,050%,34,281,1330%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Lazio,986,325.809,43.213,737,2.429,6%,2.160,37,070%,269,459,-250%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Liguria,202,99.837,5.597,363,536,10%,475,31,350%,61,395,-320%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Lombardia,1.287,808.046,52.286,517,3.832,7%,3.290,33,-330%,542,536,110%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Marche,132,98.096,6.101,402,482,8%,415,27,430%,67,441,150%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Molise,28,13.287,604,200,41,7%,34,11,000%,7,232,1670%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
P.A. Bolzano,72,71.349,1.178,221,70,6%,65,12,660%,5,094,2500%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
P.A. Trento,38,44.115,1.050,193,83,8%,63,12,330%,20,369,000%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Piemonte,702,346.977,15.473,356,2.237,14%,2.034,47,-240%,203,468,150%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Puglia,810,236.781,47.637,1.188,1.813,4%,1.594,40,-010%,219,546,-390%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Sardegna,124,54.815,16.892,1.036,411,2%,362,22,-240%,49,301,000%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Sicilia,772,210.259,24.781,499,1.311,5%,1.148,23,110%,163,328,-240%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Toscana,730,228.467,20.290,545,1.546,8%,1.296,35,130%,250,672,080%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Umbria,65,54.603,2.851,324,201,7%,171,19,360%,30,341,710%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Valle d'Aosta,23,11.013,698,556,46,7%,38,30,860%,8,637,000%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Veneto,329,413.142,21.740,443,1.046,5%,897,18,-110%,149,304,-320%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
Italia,9.148,4.044.762,430.906,715,20.869,5%,18.345,30,-020%,2.524,419,010%,Dati della Protezione Civile del 02 Maggio 2021 ore 19:27
