Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,33,83.034,1.947,150,64,3%,55,4,-180%,9,070,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Basilicata,7,30.778,808,146,24,3%,24,4,910%,0,000,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Calabria,56,87.608,3.150,166,107,3%,102,5,410%,5,026,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Campania,354,467.572,9.150,160,278,3%,259,5,610%,19,033,1880%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Emilia-Romagna,407,432.679,7.526,169,339,5%,309,7,070%,30,067,710%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Friuli Venezia Giulia,72,117.301,2.174,180,93,4%,75,6,1030%,18,149,2860%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Lazio,445,395.591,9.750,169,464,5%,407,7,490%,57,099,960%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Liguria,65,114.981,1.242,81,85,7%,75,5,1190%,10,066,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Lombardia,186,894.769,9.684,97,333,3%,288,3,-200%,45,045,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Marche,45,116.277,2.256,149,72,3%,54,4,000%,18,119,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Molise,1,14.669,114,38,7,6%,5,2,000%,2,067,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
P.A. Bolzano,51,79.110,1.345,253,53,4%,49,9,890%,4,075,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
P.A. Trento,18,49.396,514,94,24,5%,22,4,2220%,2,037,10000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Piemonte,88,385.055,4.259,99,209,5%,188,4,560%,21,049,1050%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Puglia,95,273.009,3.125,79,156,5%,139,4,690%,17,043,630%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Sardegna,21,76.208,1.339,83,50,4%,44,3,480%,6,037,2000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Sicilia,295,308.527,7.384,151,336,5%,300,6,420%,36,074,910%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Toscana,204,289.841,5.897,160,283,5%,255,7,540%,28,076,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Umbria,13,65.246,1.160,133,44,4%,38,4,270%,6,069,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Valle d'Aosta,0,12.310,80,64,5,6%,5,4,000%,0,000,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Veneto,362,480.822,10.818,222,201,2%,170,3,240%,31,064,000%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
Italia,2.818,4.774.783,83.722,140,3.227,4%,2.863,5,400%,364,061,640%,Dati della Protezione Civile del 01 Novembre 2021 ore 18:35
