Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,533,48299,11977,917,594,5%,537,41,-1.8%,57,4.37,9.6%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Basilicata,29,14280,3435,617,76,2%,70,13,6.1%,6,1.08,0%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Calabria,128,35564,6746,350,217,3%,195,10,-5.3%,22,1.14,0%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Campania,966,243882,69056,1194,1388,2%,1281,22,-3.1%,107,1.85,-3.6%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Emilia-Romagna,1391,237123,37570,841,2144,6%,1972,44,3.2%,172,3.85,0.6%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Friuli Venezia Giulia,40,72188,9759,806,475,5%,412,34,-0.5%,63,5.2,3.3%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Lazio,760,220065,38430,655,2344,6%,2090,36,-0.1%,254,4.33,-1.9%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Liguria,194,74009,5051,327,655,13%,594,38,0.5%,61,3.95,-1.6%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Lombardia,945,564023,48630,481,3938,8%,3572,35,0.3%,366,3.62,0.5%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Marche,128,60936,8144,536,620,8%,537,35,-1.3%,83,5.47,3.8%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Molise,41,9524,1566,518,85,5%,74,24,7.2%,11,3.64,22.2%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
P.A. Bolzano,212,48784,8331,1566,297,4%,258,48,1.2%,39,7.33,-2.5%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
P.A. Trento,26,30357,2683,494,201,7%,174,32,6.1%,27,4.97,3.8%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Piemonte,438,233844,12326,284,2077,17%,1933,45,1%,144,3.32,2.9%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Puglia,345,135501,40464,1010,1504,4%,1345,34,-1%,159,3.97,-1.2%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Sardegna,56,40263,13945,855,345,2%,320,20,0%,25,1.53,-7.4%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Sicilia,332,146076,34549,695,1200,3%,1035,21,0.5%,165,3.32,0%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Toscana,428,143803,12336,331,845,7%,713,19,2.9%,132,3.55,1.5%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Umbria,109,41068,8152,926,548,7%,464,53,2.9%,84,9.54,0%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Valle d'Aosta,9,7918,138,110,12,9%,10,8,-23.1%,2,1.59,0%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Veneto,241,321716,24810,506,1039,4%,929,19,0.2%,110,2.24,-2.7%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
Italia,7351,2729223,398098,661,20604,5%,18515,31,0.4%,2089,3.47,0.2%,Dati della Protezione Civile del 15 Febbraio 2021 ore 18:22
