Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,324,1382,13,181,14,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Basilicata,91,373,3,79,14,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Calabria,272,1108,17,202,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Campania,645,4378,37,650,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Emilia-Romagna,1229,9001,69,889,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Friuli Venezia Giulia,180,1277,16,175,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Lazio,1230,6421,98,943,243,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Liguria,281,1708,15,219,12,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Lombardia,951,10457,90,1810,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Marche,181,1020,21,256,49,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Molise,26,176,3,39,26,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
P.A. Bolzano,65,500,2,100,20,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
P.A. Trento,46,517,4,90,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Piemonte,798,6794,36,628,99,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Puglia,580,2923,35,503,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Sardegna,321,1602,26,204,16,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Sicilia,967,3777,67,855,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Toscana,743,5033,53,570,8,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Umbria,146,662,6,86,41,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Valle d'Aosta,17,163,3,34,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Veneto,506,6000,40,1000,0,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
Italia,9599,65272,654,9513,542,Dati della Protezione Civile del 03 Marzo 2022 ore 20:25
