Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,246,32874,13425,1028,633,5%,584,45,-2.5&,49,3.75,-12.5%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Basilicata,169,9817,6075,1091,116,2%,106,19,-2.8&,10,1.8,-9.1%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Calabria,160,20491,8952,465,317,4%,296,15,-6.9&,21,1.09,-4.5%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Campania,927,177527,86553,1496,1775,2%,1656,29,-2.6&,119,2.06,-4%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Emilia-Romagna,1667,150460,62577,1401,3007,5%,2801,63,1&,206,4.61,-2.8%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Friuli Venezia Giulia,707,42806,13221,1091,687,5%,630,52,-0.6&,57,4.71,5.6%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Lazio,1597,144967,78630,1341,3171,4%,2860,49,-0.3&,311,5.3,2%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Liguria,416,56734,7629,494,815,11%,746,48,-1.2&,69,4.47,-2.8%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Lombardia,2730,452735,68041,673,5404,8%,4793,47,-3.1&,611,6.05,-2.9%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Marche,467,36147,10832,713,503,5%,436,29,-2.7&,67,4.41,-10.7%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Molise,67,5850,2715,898,68,3%,58,19,0&,10,3.31,0%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
P.A. Bolzano,287,27512,10712,2013,212,2%,190,36,-6.4&,22,4.13,0%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
P.A. Trento,463,19553,3051,562,456,15%,408,75,-1.4&,48,8.84,-4%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Piemonte,883,189270,45543,1049,3837,8%,3597,83,-2.7&,240,5.53,-6.6%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Puglia,1073,77112,52616,1313,1653,3%,1474,37,-1.6&,179,4.47,-3.2%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Sardegna,268,27410,15539,953,614,4%,558,34,1.5&,56,3.43,-1.8%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Sicilia,872,82128,34688,698,1310,4%,1131,23,-4.8&,179,3.6,-2.2%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Toscana,636,114246,14260,383,1261,9%,1062,29,-3.5&,199,5.35,-1.5%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Umbria,180,26767,4010,456,312,8%,270,31,0&,42,4.77,-10.6%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Valle d'Aosta,19,6962,495,394,78,16%,70,56,4.5&,8,6.37,14.3%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Veneto,4402,205009,95779,1952,3053,3%,2701,55,0.1&,352,7.17,1.4%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
Italia,18236,1906377,635343,1055,29282,5%,26427,44,-1.7&,2855,4.74,-2.4%,Dati della Protezione Civile del 17 Dicembre 2020 ore 20:15
