Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,54,81.530,1.497,116,53,4%,48,4,-400%,5,039,-1670%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Basilicata,23,30.370,1.191,215,30,3%,29,5,000%,1,018,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Calabria,132,84.550,3.251,172,128,4%,119,6,-250%,9,048,-2500%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Campania,328,458.250,6.451,113,220,3%,203,4,150%,17,030,1330%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Emilia-Romagna,291,425.655,14.691,329,386,3%,340,8,060%,46,103,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Friuli Venezia Giulia,72,114.218,912,76,42,5%,34,3,-1050%,8,066,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Lazio,300,386.466,9.251,161,415,4%,362,6,-140%,53,092,-540%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Liguria,69,113.147,961,63,55,6%,49,3,-580%,6,039,5000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Lombardia,295,885.952,9.193,92,412,4%,349,3,-060%,63,063,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Marche,70,114.321,2.353,156,51,2%,36,2,-1000%,15,099,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Molise,2,14.530,92,31,3,3%,2,1,000%,1,033,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
P.A. Bolzano,33,77.297,842,158,32,4%,26,5,-370%,6,113,2000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
P.A. Trento,31,48.560,357,65,21,6%,17,3,630%,4,073,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Piemonte,208,380.149,3.360,78,181,5%,161,4,-300%,20,046,-480%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Puglia,94,269.465,2.450,62,165,7%,146,4,-270%,19,048,560%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Sardegna,52,75.579,1.824,113,115,6%,100,6,-650%,15,093,-630%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Sicilia,245,300.656,11.780,242,415,4%,370,8,-490%,45,092,-820%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Toscana,228,283.746,6.056,164,255,4%,227,6,-170%,28,076,-1250%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Umbria,51,64.041,733,84,51,7%,46,5,450%,5,057,-1670%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Valle d'Aosta,11,12.188,110,88,2,2%,2,2,000%,0,000,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Veneto,349,471.604,9.818,201,195,2%,158,3,460%,37,076,000%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
Italia,2.938,4.692.274,87.173,146,3.227,4%,2.824,5,-170%,403,068,-290%,Dati della Protezione Civile del 07 Ottobre 2021 ore 17:59
