Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,50,1538,5,177,23,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Basilicata,22,364,0,88,13,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Calabria,90,966,14,174,3,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Campania,173,3511,15,555,189,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Emilia-Romagna,293,7920,33,889,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Friuli Venezia Giulia,37,1277,7,175,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Lazio,298,6421,50,943,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Liguria,53,1700,6,217,12,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Lombardia,287,6369,55,1530,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Marche,41,971,13,212,62,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Molise,2,176,1,39,26,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
P.A. Bolzano,23,500,7,100,20,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
P.A. Trento,17,517,2,90,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Piemonte,182,5824,17,628,99,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Puglia,134,2745,18,482,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Sardegna,53,1602,10,204,16,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Sicilia,250,3716,43,894,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Toscana,194,5033,21,570,37,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Umbria,32,662,5,84,43,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Valle d'Aosta,4,83,0,33,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Veneto,136,6000,30,1000,0,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
Italia,2371,57895,352,9084,543,Dati della Protezione Civile del 16 Ottobre 2021 ore 18:42
