Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,101,78.045,2.169,168,74,3%,62,5,330%,12,093,910%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Basilicata,45,28.335,1.245,225,39,3%,37,7,570%,2,036,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Calabria,282,74.789,3.640,192,133,4%,124,7,-080%,9,048,-1820%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Campania,539,440.508,9.438,165,370,4%,348,6,240%,22,039,-430%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Emilia-Romagna,637,405.718,13.940,312,417,3%,373,8,-080%,44,099,-640%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Friuli Venezia Giulia,113,109.710,941,78,37,4%,28,2,770%,9,075,-1000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Lazio,661,369.902,17.536,305,595,3%,528,9,040%,67,116,310%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Liguria,206,108.227,1.921,126,92,5%,81,5,950%,11,072,-1540%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Lombardia,504,864.216,12.178,121,355,3%,314,3,160%,41,041,-240%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Marche,156,108.743,2.999,198,58,2%,49,3,890%,9,059,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Molise,28,14.125,190,63,8,4%,7,2,000%,1,033,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
P.A. Bolzano,58,74.490,625,117,18,3%,17,3,-1050%,1,019,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
P.A. Trento,48,47.094,485,89,25,5%,23,4,950%,2,037,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Piemonte,250,370.156,3.521,82,141,4%,128,3,-790%,13,030,-710%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Puglia,347,260.872,4.479,113,178,4%,156,4,760%,22,056,-430%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Sardegna,403,68.794,7.623,473,198,3%,179,11,230%,19,118,-500%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Sicilia,1.508,261.463,21.265,436,746,4%,663,14,340%,83,170,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Toscana,700,265.118,12.374,335,371,3%,330,9,250%,41,111,790%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Umbria,128,60.653,2.067,238,56,3%,52,6,610%,4,046,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Valle d'Aosta,5,11.968,162,130,3,2%,3,2,-2500%,0,000,000%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Veneto,505,448.299,12.664,260,233,2%,190,4,050%,43,088,490%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
Italia,7.224,4.471.225,131.462,220,4.147,3%,3.692,6,180%,455,076,-110%,Dati della Protezione Civile del 20 Agosto 2021 ore 18:38
