Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.282,420.836,20.589,1.607,110,1%,107,8,-180%,3,023,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Basilicata,416,142.797,10.389,1.906,42,0%,42,8,500%,0,000,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Calabria,1.178,405.964,32.516,1.748,151,0%,144,8,-140%,7,038,4000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Campania,5.407,1.771.435,84.766,1.507,363,0%,342,6,1400%,21,037,4000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Emilia-Romagna,4.170,1.537.383,33.653,758,804,2%,776,17,250%,28,063,-340%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Friuli Venezia Giulia,1.361,392.268,9.512,792,135,1%,129,11,930%,6,050,-1430%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Lazio,6.879,1.661.313,128.971,2.251,603,0%,553,10,180%,50,087,-910%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Liguria,1.286,465.232,10.026,660,160,2%,157,10,-060%,3,020,-2500%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Lombardia,8.507,2.985.341,73.443,736,707,1%,689,7,210%,18,018,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Marche,1.307,487.972,3.841,256,83,2%,80,5,-120%,3,020,-2500%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Molise,282,68.760,1.972,670,15,1%,13,4,1820%,2,068,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
P.A. Bolzano,480,223.810,3.231,604,51,2%,50,9,000%,1,019,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
P.A. Trento,382,171.770,2.498,461,32,1%,32,6,1030%,0,000,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Piemonte,2.594,1.229.252,32.861,769,262,1%,252,6,040%,10,023,4290%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Puglia,3.817,1.174.838,29.350,746,236,1%,226,6,-380%,10,025,-910%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Sardegna,1.999,336.389,17.707,1.114,112,1%,104,7,-460%,8,050,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Sicilia,4.349,1.260.453,59.959,1.240,660,1%,635,13,110%,25,052,420%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Toscana,3.316,1.186.243,36.451,987,296,1%,287,8,000%,9,024,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Umbria,956,297.803,9.949,1.150,118,1%,117,14,090%,1,012,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Valle d'Aosta,44,37.417,574,463,11,2%,11,9,000%,0,000,-10000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Veneto,6.154,1.814.358,50.314,1.033,329,1%,318,7,850%,11,023,-830%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Italia,56.166,18.071.634,652.572,1.102,5.280,1%,5.064,9,240%,216,036,000%,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
