Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,83,82.365,1.551,120,62,4%,56,4,980%,6,046,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Basilicata,16,30.631,796,144,21,3%,21,4,-870%,0,000,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Calabria,132,86.476,2.844,150,85,3%,78,4,400%,7,037,-1250%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Campania,467,463.434,7.102,124,192,3%,172,3,-230%,20,035,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Emilia-Romagna,316,429.737,10.029,225,315,3%,282,6,140%,33,074,1000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Friuli Venezia Giulia,148,115.695,1.261,105,61,5%,53,4,600%,8,066,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Lazio,459,391.577,8.884,154,385,4%,335,6,400%,50,087,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Liguria,62,114.232,940,62,69,7%,59,4,730%,10,066,-2310%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Lombardia,393,891.325,8.475,85,324,4%,276,3,-180%,48,048,-200%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Marche,118,115.520,2.034,134,55,3%,43,3,-440%,12,079,910%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Molise,4,14.612,93,31,6,6%,5,2,000%,1,033,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
P.A. Bolzano,79,78.267,912,171,43,5%,38,7,000%,5,094,-1670%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
P.A. Trento,30,49.042,342,63,8,2%,6,1,5000%,2,037,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Piemonte,160,383.368,3.778,88,205,5%,185,4,340%,20,046,1110%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Puglia,127,271.456,2.317,59,143,6%,126,3,-230%,17,043,630%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Sardegna,5,75.970,1.359,84,52,4%,45,3,-1510%,7,043,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Sicilia,375,305.658,6.668,137,309,5%,267,5,-040%,42,086,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Toscana,280,287.511,5.140,139,248,5%,224,6,180%,24,065,1430%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Umbria,70,64.758,883,101,39,4%,34,4,000%,5,057,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Valle d'Aosta,3,12.276,88,70,6,7%,6,5,000%,0,000,000%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Veneto,398,477.275,9.279,190,186,2%,162,3,-060%,24,049,-400%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Italia,3.725,4.741.185,74.775,125,2.814,4%,2.473,4,070%,341,057,090%,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
