Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.017,268.050,64.045,5.000,325,1%,312,24,-370%,13,101,000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Basilicata,487,85.239,19.483,3.574,95,0%,94,17,330%,1,018,-6670%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Calabria,1.819,222.996,46.063,2.476,290,1%,272,15,000%,18,097,590%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Campania,3.622,1.221.128,124.666,2.217,685,1%,648,12,050%,37,066,000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Emilia-Romagna,2.162,1.194.546,29.935,674,1.259,4%,1.193,27,-290%,66,149,-430%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Friuli Venezia Giulia,509,310.569,17.261,1.437,176,1%,164,14,-890%,12,100,-2500%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Lazio,3.702,1.090.008,117.062,2.043,1.260,1%,1.169,20,-500%,91,159,-710%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Liguria,925,349.181,13.112,863,267,2%,251,17,-1070%,16,105,670%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Lombardia,4.326,2.351.731,111.746,1.120,983,1%,894,9,-600%,89,089,-110%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Marche,1.502,332.731,17.177,1.146,192,1%,173,12,-440%,19,127,-950%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Molise,325,40.096,5.675,1.928,31,1%,28,10,770%,3,102,000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
P.A. Bolzano,461,190.005,4.490,839,63,1%,62,12,-460%,1,019,-5000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
P.A. Trento,299,140.221,3.098,571,50,2%,46,8,000%,4,074,000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Piemonte,1.794,985.557,42.871,1.003,773,2%,737,17,-760%,36,084,000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Puglia,3.888,749.431,74.644,1.898,601,1%,572,15,-140%,29,074,-1710%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Sardegna,1.190,180.834,25.148,1.582,356,1%,327,21,190%,29,182,1150%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Sicilia,2.434,804.760,220.907,4.570,1.034,0%,967,20,000%,67,139,000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Toscana,2.751,866.985,25.192,682,783,3%,736,20,-090%,47,127,-1130%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Umbria,1.068,188.044,9.603,1.110,147,2%,142,16,-270%,5,058,-1670%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Valle d'Aosta,45,31.572,1.275,1.027,17,1%,15,12,-1180%,2,161,-3330%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Veneto,3.769,1.345.175,50.334,1.034,535,1%,495,10,-220%,40,082,000%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
Italia,38.095,12.948.859,1.023.787,1.728,9.922,1%,9.297,16,-310%,625,106,-440%,Dati della Protezione Civile del 04 Marzo 2022 ore 18:51
