Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,2.235,228.922,118.707,9.267,521,0%,487,38,-040%,34,265,630%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Basilicata,1.041,69.209,19.852,3.642,92,0%,89,16,-220%,3,055,-2500%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Calabria,1.268,178.709,41.586,2.235,401,1%,378,20,-260%,23,124,450%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Campania,8.702,1.083.284,209.971,3.733,1.416,1%,1.339,24,-070%,77,137,-720%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Emilia-Romagna,8.274,1.099.740,177.855,4.007,2.556,1%,2.410,54,-080%,146,329,-200%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Friuli Venezia Giulia,2.829,283.556,51.231,4.264,509,1%,470,39,-290%,39,325,260%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Lazio,9.161,937.537,278.241,4.856,2.256,1%,2.061,36,-080%,195,340,-050%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Liguria,2.478,313.692,41.381,2.725,722,2%,691,46,000%,31,204,000%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Lombardia,11.136,2.202.033,291.151,2.917,2.870,1%,2.656,27,-560%,214,214,-090%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Marche,2.484,283.020,25.371,1.693,377,1%,325,22,-380%,52,347,-370%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Molise,406,32.029,8.609,2.925,43,0%,40,14,260%,3,102,000%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
P.A. Bolzano,1.304,171.282,17.682,3.306,128,1%,118,22,090%,10,187,000%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
P.A. Trento,883,128.818,14.368,2.650,170,1%,149,27,-070%,21,387,000%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Piemonte,5.484,911.656,104.301,2.440,2.047,2%,1.943,45,-200%,104,243,-550%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Puglia,6.269,638.002,108.012,2.746,819,1%,753,19,080%,66,168,000%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Sardegna,3.536,133.948,25.762,1.620,398,2%,367,23,-320%,31,195,000%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Sicilia,7.405,661.546,265.146,5.485,1.542,1%,1.414,29,-080%,128,265,-380%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Toscana,6.648,778.533,123.255,3.338,1.391,1%,1.300,35,-080%,91,246,-520%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Umbria,1.453,163.487,20.466,2.365,224,1%,218,25,090%,6,069,-3330%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Valle d'Aosta,149,30.050,3.479,2.804,57,2%,54,44,190%,3,242,000%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Veneto,10.012,1.213.740,182.117,3.740,1.487,1%,1.353,28,-540%,134,275,080%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
Italia,93.157,11.542.793,2.128.543,3.593,20.026,1%,18.615,31,-200%,1.411,238,-200%,Dati della Protezione Civile del 05 Febbraio 2022 ore 23:41
