Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,61,81.476,1.571,121,56,4%,50,4,200%,6,046,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Basilicata,47,30.347,1.184,214,30,3%,29,5,360%,1,018,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Calabria,131,84.418,3.214,170,134,4%,122,6,-540%,12,063,-1430%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Campania,272,457.922,6.401,112,215,3%,200,4,-380%,15,026,-630%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Emilia-Romagna,281,425.367,14.634,328,384,3%,338,8,-640%,46,103,-800%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Friuli Venezia Giulia,111,114.148,905,75,46,5%,38,3,270%,8,066,-1110%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Lazio,245,386.166,9.073,158,423,5%,367,6,-030%,56,097,-180%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Liguria,67,113.078,965,63,56,6%,52,3,-880%,4,026,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Lombardia,449,885.657,9.387,94,414,4%,351,4,-200%,63,063,680%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Marche,73,114.251,2.371,157,55,2%,40,3,-1110%,15,099,-630%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Molise,10,14.528,96,32,3,3%,2,1,000%,1,033,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
P.A. Bolzano,95,77.264,817,153,32,4%,27,5,000%,5,094,-1670%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
P.A. Trento,35,48.529,347,64,20,6%,16,3,000%,4,073,-2000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Piemonte,197,379.941,3.353,78,187,6%,166,4,-880%,21,049,-1250%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Puglia,143,269.371,2.499,63,168,7%,150,4,-070%,18,046,590%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Sardegna,50,75.527,1.856,115,123,7%,107,7,000%,16,099,-1110%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Sicilia,285,300.411,12.372,254,438,4%,389,8,-490%,49,101,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Toscana,229,283.518,6.166,167,263,4%,231,6,-210%,32,087,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Umbria,32,63.990,734,84,50,7%,44,5,000%,6,069,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Valle d'Aosta,6,12.177,101,81,2,2%,2,2,000%,0,000,000%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Veneto,416,471.255,10.201,209,188,2%,151,3,-070%,37,076,-1400%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
Italia,3.235,4.689.341,88.247,148,3.287,4%,2.872,5,-320%,415,070,-420%,Dati della Protezione Civile del 06 Ottobre 2021 ore 18:22
