Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,128,83.285,2.010,155,75,4%,69,5,300%,6,046,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Basilicata,27,30.858,824,149,25,3%,25,5,000%,0,000,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Calabria,179,87.994,3.201,169,107,3%,99,5,100%,8,042,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Campania,615,469.061,9.600,168,280,3%,262,5,-080%,18,032,-1430%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Emilia-Romagna,328,433.560,7.566,169,335,4%,297,7,-570%,38,085,2670%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Friuli Venezia Giulia,483,118.094,2.572,213,114,4%,98,8,1260%,16,133,-1110%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Lazio,664,397.099,9.956,173,505,5%,448,8,230%,57,099,-170%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Liguria,91,115.307,1.323,87,88,7%,78,5,540%,10,066,-910%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Lombardia,745,896.409,10.253,102,379,4%,330,3,410%,49,049,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Marche,159,116.618,2.442,161,81,3%,59,4,-330%,22,145,1000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Molise,18,14.687,119,40,6,5%,5,2,000%,1,033,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
P.A. Bolzano,255,79.597,1.707,320,61,4%,58,11,-170%,3,056,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
P.A. Trento,76,49.576,571,105,27,5%,25,5,000%,2,037,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Piemonte,286,385.852,4.438,103,227,5%,206,5,-420%,21,049,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Puglia,224,273.548,3.139,79,163,5%,146,4,280%,17,043,630%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Sardegna,37,76.333,1.371,85,44,3%,38,2,-500%,6,037,-1430%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Sicilia,372,309.679,7.467,153,339,5%,302,6,-100%,37,076,-750%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Toscana,385,290.706,6.085,165,300,5%,274,7,190%,26,070,-710%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Umbria,99,65.448,1.241,143,46,4%,39,4,-250%,7,080,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Valle d'Aosta,0,12.320,75,60,3,4%,3,2,-2500%,0,000,000%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Veneto,734,482.673,11.416,234,223,2%,184,4,280%,39,080,1140%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
Italia,5.905,4.788.704,87.376,147,3.428,4%,3.045,5,050%,383,064,050%,Dati della Protezione Civile del 04 Novembre 2021 ore 18:34
