Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,105,83.001,1.927,149,65,3%,56,4,-180%,9,070,-1820%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Basilicata,12,30.771,802,145,22,3%,22,4,000%,0,000,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Calabria,178,87.550,3.157,167,103,3%,98,5,100%,5,026,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Campania,636,467.218,8.969,157,260,3%,244,4,-160%,16,028,-2000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Emilia-Romagna,372,432.274,7.429,166,335,5%,307,7,550%,28,063,-970%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Friuli Venezia Giulia,295,117.229,2.149,178,82,4%,68,6,790%,14,116,1670%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Lazio,528,395.146,9.517,165,440,5%,388,7,320%,52,090,610%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Liguria,98,114.916,1.181,77,77,7%,67,4,810%,10,066,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Lombardia,474,894.583,9.620,96,339,4%,294,3,-260%,45,045,230%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Marche,118,116.232,2.252,149,72,3%,54,4,800%,18,119,-530%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Molise,5,14.668,114,38,7,6%,5,2,000%,2,067,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
P.A. Bolzano,82,79.059,1.338,251,49,4%,45,8,000%,4,075,-2000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
P.A. Trento,63,49.378,500,92,19,4%,18,3,1250%,1,018,-5000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Piemonte,193,384.967,4.250,99,197,5%,178,4,290%,19,044,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Puglia,184,272.914,3.075,78,146,5%,130,3,080%,16,040,-590%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Sardegna,23,76.187,1.336,83,47,4%,42,3,770%,5,031,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Sicilia,301,308.232,7.197,148,321,4%,288,6,110%,33,068,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Toscana,385,289.637,5.796,157,270,5%,242,7,-080%,28,076,1200%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Umbria,78,65.233,1.173,135,43,4%,37,4,570%,6,069,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Valle d'Aosta,8,12.310,80,64,5,6%,5,4,2500%,0,000,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Veneto,388,480.460,10.586,217,197,2%,166,3,120%,31,064,000%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
Italia,4.526,4.771.965,82.448,138,3.096,4%,2.754,5,170%,342,057,-120%,Dati della Protezione Civile del 31 Ottobre 2021 ore 18:13
