Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,13,74.635,1.136,88,43,4%,41,3,-470%,2,015,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Basilicata,13,26.844,1.236,223,29,2%,29,5,-1210%,0,000,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Calabria,17,68.696,6.413,339,96,1%,85,4,-230%,11,058,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Campania,94,423.506,9.974,175,297,3%,274,5,-280%,23,040,-420%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Emilia-Romagna,44,386.389,4.903,110,244,5%,210,5,-580%,34,076,-810%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Friuli Venezia Giulia,15,107.493,4.379,363,9,0%,9,1,000%,0,000,-10000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Lazio,74,345.359,4.001,70,360,9%,285,5,-340%,75,130,-130%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Liguria,10,103.169,225,15,35,16%,27,2,-2060%,8,052,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Lombardia,126,840.898,13.455,134,462,3%,389,4,-050%,73,073,-520%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Marche,17,103.556,1.799,119,36,2%,30,2,340%,6,040,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Molise,1,13.683,85,28,7,8%,7,2,1670%,0,000,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
P.A. Bolzano,3,73.260,235,44,10,4%,7,1,1670%,3,056,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
P.A. Trento,3,45.736,124,23,11,9%,8,1,-1110%,3,055,5000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Piemonte,45,362.659,1.461,34,233,16%,208,5,-230%,25,058,-1670%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Puglia,92,252.974,7.063,179,189,3%,173,4,-340%,16,040,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Sardegna,6,57.128,2.441,151,57,2%,53,3,-1850%,4,025,-2000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Sicilia,133,230.805,5.209,107,251,5%,226,5,-460%,25,051,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Toscana,25,243.934,2.851,77,164,6%,126,3,-530%,38,103,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Umbria,7,56.782,877,101,29,3%,26,3,000%,3,034,-2500%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Valle d'Aosta,1,11.675,45,36,1,2%,1,1,-6670%,0,000,000%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Veneto,96,425.113,5.052,104,88,2%,75,2,-1380%,13,027,-3500%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
Italia,835,4.254.294,72.964,122,2.651,4%,2.289,4,-420%,362,061,-600%,Dati della Protezione Civile del 22 Giugno 2021 ore 19:33
