Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,774,541.029,27.184,2.122,136,1%,129,10,-080%,7,055,-2220%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Basilicata,215,179.373,7.129,1.308,43,1%,42,8,000%,1,018,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Calabria,909,540.538,59.976,3.223,158,0%,153,8,-190%,5,027,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Campania,1.833,2.186.879,101.675,1.808,277,0%,268,5,-320%,9,016,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Emilia-Romagna,1.572,1.824.631,24.649,555,899,4%,867,20,-320%,32,072,670%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Friuli Venezia Giulia,438,476.774,6.874,572,143,2%,141,12,-470%,2,017,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Lazio,1.418,2.021.881,62.998,1.099,547,1%,508,9,-360%,39,068,-490%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Liguria,527,561.421,7.191,474,189,3%,185,12,-980%,4,026,-2000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Lombardia,2.757,3.479.160,42.844,429,609,1%,594,6,-180%,15,015,-3180%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Marche,568,605.834,6.065,405,78,1%,76,5,-620%,2,013,-3330%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Molise,131,87.668,4.445,1.510,15,0%,14,5,-1760%,1,034,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
P.A. Bolzano,196,255.656,1.993,373,33,2%,32,6,-2000%,1,019,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
P.A. Trento,252,204.465,3.142,580,62,2%,61,11,-1030%,1,018,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Piemonte,1.553,1.432.497,33.348,780,297,1%,290,7,470%,7,016,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Puglia,1.043,1.455.456,19.104,486,214,1%,204,5,-190%,10,025,-910%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Sardegna,390,439.934,9.650,607,96,1%,89,6,-220%,7,044,-1250%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Sicilia,1.207,1.622.966,68.779,1.423,428,1%,404,8,070%,24,050,1430%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Toscana,807,1.378.356,81.560,2.209,266,0%,257,7,-370%,9,024,-1000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Umbria,235,366.149,3.719,430,139,4%,137,16,-280%,2,023,-5000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Valle d'Aosta,43,43.719,766,617,9,1%,9,7,000%,0,000,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Veneto,2.292,2.203.027,47.294,971,376,1%,359,7,-450%,17,035,000%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
Italia,19.160,21.907.413,620.385,1.047,5.014,1%,4.819,8,-290%,195,033,-580%,Dati della Protezione Civile del 02 Settembre 2022 ore 23:45
