Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,357,47043,11057,847,560,5%,507,39,1%,53,4.06,0%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Basilicata,90,14093,3346,601,73,2%,69,12,-10.4%,4,0.72,-20%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Calabria,115,35048,6793,353,247,4%,224,12,0.4%,23,1.19,-8%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Campania,1637,239562,67332,1164,1505,2%,1399,24,-1.8%,106,1.83,-7.8%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Emilia-Romagna,1538,232938,40013,896,2061,5%,1886,42,-0.9%,175,3.92,-1.7%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Friuli Venezia Giulia,290,71575,10185,841,504,5%,440,36,-3.7%,64,5.28,-3%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Lazio,1089,217436,41393,706,2396,6%,2140,36,-0.9%,256,4.36,-0.4%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Liguria,332,73241,4937,320,654,13%,597,39,-1.2%,57,3.69,-8.1%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Lombardia,2526,558814,48470,480,3942,8%,3583,35,0.9%,359,3.55,-2.4%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Marche,515,60048,7959,524,607,8%,532,35,0.6%,75,4.94,0%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Molise,107,9298,1532,507,72,5%,64,21,-4.5%,8,2.65,33.3%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
P.A. Bolzano,640,47566,8189,1539,284,3%,247,46,-1.6%,37,6.95,2.8%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
P.A. Trento,219,29915,2670,492,180,7%,152,28,0%,28,5.16,-3.4%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Piemonte,869,232108,12345,284,2068,17%,1924,44,-1.6%,144,3.32,-4%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Puglia,1020,133479,41600,1038,1596,4%,1427,36,-3.9%,169,4.22,2.4%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Sardegna,87,40037,14066,863,383,3%,350,21,-2.2%,33,2.02,0%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Sicilia,491,144722,35307,711,1224,3%,1055,21,-1.5%,169,3.4,2.4%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Toscana,727,141886,11549,310,811,7%,685,18,-0.4%,126,3.38,5%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Umbria,494,40321,7878,895,523,7%,439,50,-0.2%,84,9.54,5%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Valle d'Aosta,9,7895,144,115,16,11%,14,11,-6.7%,2,1.59,-33.3%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Veneto,756,320271,25409,518,1125,4%,1002,20,-2.6%,123,2.51,-8.9%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
Italia,13908,2697296,402174,668,20831,5%,18736,31,-1.1%,2095,3.48,-1.5%,Dati della Protezione Civile del 12 Febbraio 2021 ore 19:55
