Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,4.996,147.912,54.382,4.245,370,1%,338,26,760%,32,250,2800%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Basilicata,852,44.447,11.260,2.066,78,1%,76,14,560%,2,037,000%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Calabria,2.189,131.089,29.632,1.593,448,2%,410,22,730%,38,204,1180%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Campania,30.042,732.604,186.220,3.311,1.176,1%,1.091,19,060%,85,151,1040%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Emilia-Romagna,20.595,711.706,229.128,5.162,2.318,1%,2.166,49,600%,152,342,070%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Friuli Venezia Giulia,4.187,187.336,37.860,3.151,390,1%,353,29,-030%,37,308,-980%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Lazio,12.788,632.933,181.353,3.165,1.779,1%,1.583,28,430%,196,342,-050%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Liguria,9.267,193.963,19.203,1.265,729,4%,686,45,-160%,43,283,000%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Lombardia,45.555,1.600.333,543.581,5.446,3.458,1%,3.202,32,680%,256,256,410%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Marche,1.745,163.028,10.779,719,310,3%,253,17,240%,57,380,000%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Molise,560,20.751,5.163,1.754,24,0%,22,7,-2140%,2,068,000%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
P.A. Bolzano,3.041,115.271,14.109,2.638,94,1%,77,14,-250%,17,318,-560%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
P.A. Trento,3.052,82.962,23.743,4.379,150,1%,122,23,1090%,28,516,370%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Piemonte,18.607,624.204,150.685,3.525,2.059,1%,1.911,45,360%,148,346,570%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Puglia,7.287,363.483,69.410,1.764,524,1%,475,12,700%,49,125,890%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Sardegna,983,100.247,17.022,1.071,244,1%,216,14,1310%,28,176,370%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Sicilia,13.231,470.384,129.313,2.675,1.386,1%,1.223,25,540%,163,337,1400%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Toscana,16.290,521.016,175.806,4.761,1.230,1%,1.108,30,220%,122,330,800%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Umbria,3.090,117.179,34.623,4.001,212,1%,198,23,-340%,14,162,2730%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Valle d'Aosta,671,21.265,5.168,4.165,59,1%,53,43,1520%,6,484,000%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Veneto,21.504,792.750,205.699,4.224,1.706,1%,1.504,31,470%,202,415,050%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
Italia,220.532,7.774.863,2.134.139,3.603,18.744,1%,17.067,29,440%,1.677,283,440%,Dati della Protezione Civile del 11 Gennaio 2022 ore 19:27
