Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,613,1495,77,215,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Basilicata,158,428,13,88,13,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Calabria,377,913,36,152,25,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Campania,1592,4221,165,620,36,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Emilia-Romagna,3442,6515,401,760,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Friuli Venezia Giulia,662,1277,84,175,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Lazio,2881,6421,370,943,193,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Liguria,636,1791,67,222,12,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Lombardia,7069,13602,868,1416,114,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Marche,806,1360,147,250,16,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Molise,73,221,16,39,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
P.A. Bolzano,94,469,25,100,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
P.A. Trento,206,594,45,90,15,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Piemonte,3776,5824,369,628,99,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Puglia,1800,3739,238,570,80,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Sardegna,189,1602,30,208,35,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Sicilia,844,3885,129,834,196,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Toscana,1505,5033,264,620,17,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Umbria,365,860,60,139,2,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Valle d'Aosta,37,227,8,30,6,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Veneto,1576,6000,267,1000,0,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
Italia,28701,66477,3679,9099,859,Dati della Protezione Civile del 28 Marzo 2021 ore 18:37
