Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,541,23088,15597,1194,749,5%,676,52,"2,30%",73,"5,59","-2,70%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Basilicata,260,6362,5170,928,181,4%,157,28,"1,90%",24,"4,31","-11,10%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Calabria,425,13452,9788,509,471,5%,426,22,"2,70%",45,"2,34","-2,20%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Campania,3554,133056,101135,1748,2458,2%,2260,39,"0,70%",198,"3,42","-1,50%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Emilia-Romagna,2723,103064,65080,1457,2835,4%,2594,58,"2,40%",241,"5,39","-1,20%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Friuli Venezia Giulia,1043,23983,12757,1053,564,4%,509,42,"0,80%",55,"4,54","1,90%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Lazio,2658,100107,79876,1362,3594,4%,3257,56,"1,70%",337,"5,75","0,00%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Liguria,761,47516,15873,1029,1360,9%,1241,80,"-3,80%",119,"7,71","-0,80%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Lombardia,8853,366516,162685,1610,9250,6%,8314,82,"0,10%",936,"9,26","0,60%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Marche,452,26065,15122,996,630,4%,544,36,"0,40%",86,"5,66","6,20%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Molise,157,3816,2308,764,60,3%,51,17,"-1,90%",9,"2,98","12,50%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
P.A. Bolzano,548,20665,11675,2194,489,4%,450,85,"-3,80%",39,"7,33","2,60%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
P.A. Trento,212,13973,2702,498,453,17%,413,76,"-1,00%",40,"7,37","5,30%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Piemonte,2896,146934,76092,1753,5540,7%,5150,119,"-1,40%",390,"8,98","-0,80%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Puglia,1377,42180,30420,759,1629,5%,1432,36,"1,70%",197,"4,91","-2,50%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Sardegna,511,18089,11914,731,574,5%,504,31,"-4,20%",70,"4,29","1,40%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Sicilia,1838,51871,36241,729,1810,5%,1568,32,"2,00%",242,"4,87","0,00%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Toscana,1892,92776,53140,1427,2094,4%,1798,48,"0,30%",296,"7,95","0,30%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Umbria,408,21369,11423,1298,445,4%,370,42,"1,90%",75,"8,52","5,60%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Valle d'Aosta,91,5923,2001,1594,160,8%,149,119,"0,70%",11,"8,76","10,00%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Veneto,3567,119726,70747,1442,2475,3%,2200,45,"1,40%",275,"5,60","3,00%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
Italia,34767,1380531,791746,1314,37821,5%,34063,57,"0,30%",3758,"6,24","0,30%",Dati della Protezione Civile del 21 Novembre 2020 ore 19:28
