Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,55,73.972,5.509,426,151,3%,136,11,-680%,15,116,-1180%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Basilicata,46,26.291,3.846,695,63,2%,60,11,-1300%,3,054,000%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Calabria,177,66.736,10.122,534,268,3%,250,13,-380%,18,095,000%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Campania,331,418.600,67.844,1.188,812,1%,749,13,-160%,63,110,-870%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Emilia-Romagna,224,383.503,16.063,360,636,4%,532,12,-500%,104,233,-460%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Friuli Venezia Giulia,76,106.964,4.933,409,43,1%,38,3,-730%,5,041,-1670%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Lazio,307,341.494,20.796,361,1.088,5%,933,16,-770%,155,269,-250%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Liguria,82,102.677,1.214,80,150,12%,117,8,-710%,33,216,-1080%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Lombardia,620,834.527,32.375,323,1.374,4%,1.131,11,-830%,243,242,-200%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Marche,83,102.551,4.092,271,150,4%,120,8,-630%,30,198,000%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Molise,2,13.579,146,49,14,10%,10,3,-910%,4,133,000%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
P.A. Bolzano,41,72.844,701,132,17,2%,14,3,-1760%,3,056,-2500%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
P.A. Trento,36,45.389,529,97,34,6%,20,4,-910%,14,257,000%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Piemonte,149,359.915,5.585,130,712,13%,628,15,-380%,84,195,-230%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Puglia,269,250.187,26.223,663,671,3%,606,15,-650%,65,164,-1220%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Sardegna,22,56.613,12.803,794,159,1%,145,9,-330%,14,087,-1250%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Sicilia,385,225.203,9.988,205,574,6%,502,10,-200%,72,148,-140%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Toscana,200,241.012,8.618,233,557,6%,443,12,-260%,114,309,360%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Umbria,26,56.314,1.591,183,74,5%,68,8,-680%,6,069,-2500%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Valle d'Aosta,22,11.567,227,182,6,3%,6,5,-2500%,0,000,000%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Veneto,198,423.117,8.761,180,342,4%,292,6,-520%,50,102,-1230%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
Italia,3.351,4.213.055,241.966,406,7.895,3%,6.800,11,-550%,1.095,184,-410%,Dati della Protezione Civile del 29 Maggio 2021 ore 18:52
