Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.114,522.341,25.265,1.972,246,1%,238,19,-440%,8,062,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Basilicata,204,173.772,9.290,1.704,58,1%,56,10,180%,2,037,-3330%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Calabria,1.329,512.594,70.824,3.807,286,0%,276,15,040%,10,054,1110%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Campania,2.571,2.144.027,124.845,2.220,493,0%,468,8,-130%,25,044,420%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Emilia-Romagna,2.209,1.789.249,38.560,869,1.450,4%,1.411,32,-320%,39,088,-1140%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Friuli Venezia Giulia,821,463.620,14.068,1.171,239,2%,236,20,-290%,3,025,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Lazio,2.361,1.984.889,163.671,2.856,910,1%,854,15,-440%,56,098,-180%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Liguria,943,547.432,13.752,906,368,3%,362,24,170%,6,040,2000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Lombardia,3.224,3.418.500,70.668,708,1.096,2%,1.055,11,-240%,41,041,-240%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Marche,993,588.806,15.573,1.039,149,1%,145,10,-1100%,4,027,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Molise,202,84.327,5.815,1.976,32,1%,29,10,000%,3,102,5000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
P.A. Bolzano,282,250.881,3.402,636,58,2%,57,11,000%,1,019,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
P.A. Trento,334,198.356,4.302,793,66,2%,65,12,-850%,1,018,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Piemonte,1.321,1.404.706,37.346,874,456,1%,446,10,-020%,10,023,1110%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Puglia,2.092,1.425.960,41.130,1.046,421,1%,404,10,020%,17,043,630%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Sardegna,742,427.963,19.676,1.237,157,1%,148,9,-510%,9,057,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Sicilia,2.446,1.587.726,116.718,2.415,802,1%,764,16,-180%,38,079,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Toscana,1.362,1.357.297,86.308,2.337,531,1%,512,14,-520%,19,051,-1360%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Umbria,589,358.325,13.190,1.524,228,2%,225,26,-300%,3,035,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Valle d'Aosta,49,42.751,1.084,874,13,1%,13,10,000%,0,000,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Veneto,3.245,2.145.080,64.725,1.329,620,1%,594,12,-400%,26,053,1820%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
Italia,28.433,21.428.602,940.212,1.587,8.679,1%,8.358,14,-270%,321,054,000%,Dati della Protezione Civile del 11 Agosto 2022 ore 23:45
