Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,272,1382,9,181,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Basilicata,68,366,3,79,14,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Calabria,281,971,12,177,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Campania,519,3896,22,575,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Emilia-Romagna,1440,9001,43,889,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Friuli Venezia Giulia,227,1277,2,175,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Lazio,934,6421,53,943,243,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Liguria,377,1626,5,219,12,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Lombardia,1148,10457,34,1810,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Marche,186,983,5,230,50,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Molise,21,176,1,39,26,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
P.A. Bolzano,65,500,0,100,20,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
P.A. Trento,73,517,3,90,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Piemonte,481,6794,13,628,99,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Puglia,422,2751,17,405,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Sardegna,163,1602,11,204,16,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Sicilia,816,3655,45,794,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Toscana,602,5033,21,570,13,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Umbria,237,662,5,86,41,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Valle d'Aosta,17,103,0,13,21,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Veneto,674,6000,32,1000,0,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
Italia,9023,64173,336,9207,555,Dati della Protezione Civile del 06 Agosto 2022 ore 23:45
